,Q1,Q2,Q3,Q4,Q5
2015,-0.032605330545916744,-0.09028780428656691,-0.13687542147117526,-0.06316381218614531,-0.044612082053329116
2016,0.2166809280429154,0.39573267701016035,0.26831940698900114,0.29486733361086004,0.2991782693511307
2017,0.3471582640078239,0.29678773486322063,0.49259722289882757,0.2837812330396614,0.20298360220511769
2018,-0.20952241573576358,-0.1695092271351808,-0.18008845222089642,-0.14788236350438055,-0.20433896703747578
2019,0.3001474672778601,0.37676163403631757,0.6451800810200312,0.5500412498074638,0.40794161524074934
2020,0.41632852668229936,0.3405613751116383,0.5863886917463421,0.6886172730048121,0.4808505606672546
2021,0.10524231284184848,0.08673428809402983,0.01853166085056923,0.050794106530785976,0.19311496208967438
2022,0.012463834525892059,-0.001876221834324343,-0.04984504654107058,0.13650518070952788,0.0617425629948094
2023,-0.07297181016402654,-0.11636670793702752,-0.04018279734083274,-0.018467300406882492,-0.05989567815785335
2024,0.23447097744096124,0.3422325196688185,0.31267281969532057,0.22525094452615657,0.46629164056505035
2025,0.1900735159848217,0.3470235482068056,0.20149036867919934,0.39343327498425706,0.16761932594937945
