,Q1,Q2,Q3,Q4,Q5
2015,-0.15835235331773256,-0.14972522457372384,-0.07970375746934566,-0.06373810594389717,-0.11463343309826401
2016,0.3560787987463647,0.22669745486169335,0.2932890300557869,0.31921137877829797,0.27393872145544274
2017,0.4411765912451242,0.3384653091206158,0.33224779737876897,0.374868103207614,0.14070225306116257
2018,-0.22091558401142053,-0.15807583688676263,-0.17773417810497238,-0.10650820236175962,-0.24220694966286027
2019,0.5681219268676985,0.5154146476821955,0.5052861501691903,0.38511439380025125,0.2937007839416892
2020,0.927348077935469,0.6179515820752737,0.5346655914994074,0.3103604886373219,0.18283523386032452
2021,0.15446192674891068,-0.016137823404491325,0.026405527772129567,0.11921644822390487,0.16702120430163792
2022,0.015339647964977221,0.009458367108237997,0.018658851347098437,0.017412242790034282,0.08795952161960963
2023,-0.18024743213191352,-0.1451648180691787,-0.11848892098960118,0.13709616038326655,0.01842552255598129
2024,0.3223113348808926,0.38263298947441093,0.2965363839616795,0.32280099281751506,0.24989737011342927
2025,0.35949776235652253,0.2996677907452372,0.30195864890087853,0.18880343875009564,0.13972386844876472
