,Q1,Q2,Q3,Q4,Q5
2015,-0.272186229440486,-0.22703500623760964,-0.2523459694023388,-0.21619907211294942,-0.15256263160104622
2016,0.22808903570392447,0.3605724267892296,0.20713946055545263,0.20801569048712598,0.2714493748341955
2017,0.4580175077741435,0.33041109343366637,0.31367726571278176,0.3493622170988362,0.2935431018941421
2018,-0.1873072042507612,-0.18719534143218053,-0.23802437399031862,-0.19510482961995868,-0.1567051691548519
2019,0.28131642351393626,0.3500387157683258,0.41466403100593463,0.4163708110573858,0.4940040583776615
2020,0.5635591996872391,0.53955506565347,0.4600673855969899,0.28879419181045596,0.3748847776798101
2021,0.04691207400936137,-0.03588433427556248,-0.07849208749976211,0.023005083757206002,0.09792364898700012
2022,-0.022608079806184622,-0.007465200643729353,-0.052960730567024106,0.00664642365517798,0.08288097494772395
2023,-0.16385206103411643,-0.12148446830832804,-0.1868058950447501,-0.11770738467840991,-0.10298476545384094
2024,0.25081897220948024,0.2866524245709139,0.19969229099511243,0.2836195927415026,0.26885009078968247
2025,0.26862229340504773,0.31492174906960857,0.1757893747774275,0.21448486695237046,0.215614958257754
