,Q1,Q2,Q3,Q4,Q5
2015,-0.2369678147176959,-0.3117798259740385,-0.20570304452621013,-0.1664526077194185,-0.19801648726779097
2016,0.2712580338398418,0.23403313558404726,0.3048484489645391,0.31128833694580393,0.153086266173601
2017,0.5147614228681536,0.3380303625717038,0.36167593121226416,0.33583748745960884,0.20361986101761187
2018,-0.22666071851964564,-0.15993088488973484,-0.219110724806872,-0.1628343644248198,-0.19679478510372483
2019,0.23715698169660415,0.3163728458807671,0.3687713420279648,0.5094046063300885,0.5377629657501024
2020,0.489464391973514,0.5521975939283563,0.45747424190857244,0.4786676642282375,0.247556202937405
2021,-0.17046521322127905,0.12556100994925723,0.006920870650917177,0.11577860059591183,-0.00016760476895461007
2022,-0.02634979670220572,-0.04777181790298202,0.04392667553854546,0.0030416118801288583,0.03301890602521418
2023,-0.11493496675031234,-0.14426381798422072,-0.227643934928771,-0.08232230077726399,-0.11950829496443449
2024,0.23501005445568857,0.25290085258064554,0.3185839600306686,0.240330915955405,0.2432992953772446
2025,0.2677134553665592,0.19243173765248578,0.2648450273717844,0.2534332235077006,0.21278206904370678
