year_month,stock_code,score,ret_next_month,weight
2015-07,600233,0.7495548647362579,-0.09651541739784408,0.02
2015-07,000617,0.73359674264842,0.1149149149149149,0.02
2015-07,000301,0.6645920167305677,-0.12757201646090544,0.02
2015-07,002352,0.6507643666716667,-0.12453392990305734,0.02
2015-07,000408,0.46465276191412597,-0.2540545790035933,0.02
2015-07,601100,0.45946725220994317,-0.05290581162324648,0.02
2015-07,601058,0.4500536051220484,-0.18154761904761907,0.02
2015-07,300347,0.43545163782304436,-0.17077051017825506,0.02
2015-07,002736,0.4145015590046199,-0.29508196721311475,0.02
2015-07,002460,0.4105248810310359,-0.013530326594090147,0.02
2015-07,300308,0.40816658209873524,-0.271748135874068,0.02
2015-07,603019,0.3980084937053173,-0.2586763518966909,0.02
2015-07,603369,0.36996103168499556,-0.17044025157232712,0.02
2015-07,300014,0.34817777433406166,-0.0536467116357503,0.02
2015-07,601669,0.337357913956821,-0.20742753623188404,0.02
2015-07,603993,0.33035291407884526,-0.2012195121951219,0.02
2015-07,600176,0.33012685365551164,-0.1278682781572955,0.02
2015-07,002600,0.3256122935024955,-0.09168303863785199,0.02
2015-07,600161,0.3118112824953278,-0.050240478356948004,0.02
2015-07,000596,0.300619822318788,-0.18461781427668977,0.02
2015-07,603288,0.29259015059152216,-0.0595004688432359,0.02
2015-07,300122,0.27371747436825516,-0.22571428571428576,0.02
2015-07,002179,0.2719232799143269,-0.19814541428307797,0.02
2015-07,000975,0.2637801421595676,-0.20278099652375448,0.02
2015-07,601009,0.2501544711585469,-0.07679063360881544,0.02
2015-07,002049,0.24824467953052437,-0.20555198973042366,0.02
2015-07,002466,0.24554669518551686,-0.017664061663633324,0.02
2015-07,600809,0.24413817241506525,-0.15127113769699763,0.02
2015-07,600160,0.22497881070487133,0.04147619578548323,0.02
2015-07,002709,0.2180772299784674,-0.13367819221344945,0.02
2015-07,600760,0.2166365364322746,-0.11927642736009036,0.02
2015-07,600803,0.21612140103848887,-0.08417863259122649,0.02
2015-07,600188,0.2113838082843535,-0.17278063096111518,0.02
2015-07,601939,0.20399886278012316,-0.14414414414414423,0.02
2015-07,002594,0.19452922545037046,-0.1033243486073675,0.02
2015-07,302132,0.1713826419791653,-0.1877338058672966,0.02
2015-07,601808,0.16913585798612038,-0.15718157181571812,0.02
2015-07,601225,0.1664733133875209,-0.17806041335453104,0.02
2015-07,002714,0.16075789705397345,-0.20819456277592752,0.02
2015-07,600039,0.15991682090163983,-0.14842209072978307,0.02
2015-07,002422,0.15860771725130512,-0.17952883834281064,0.02
2015-07,600023,0.15621526063703223,-0.05555555555555547,0.02
2015-07,300413,0.15397938935869218,-0.2783783783783784,0.02
2015-07,601618,0.15262966022175845,0.12244897959183687,0.02
2015-07,002648,0.15133774882804027,-0.3089627017999629,0.02
2015-07,601998,0.14264153457729858,-0.15838509316770177,0.02
2015-07,600115,0.14053180166581722,-0.24766018718502525,0.02
2015-07,601788,0.12603997429039118,-0.2304847986852917,0.02
2015-07,002463,0.12334264051341413,-0.19246861924686198,0.02
2015-07,002142,0.11495814113543616,-0.05205047318611977,0.02
2015-08,600219,0.5316429183092996,0.0201691607026675,0.02
2015-08,000725,0.5147660932029501,-0.09141660851360789,0.02
2015-08,600362,0.5124212492426663,-0.04686752749880441,0.02
2015-08,000776,0.4243169670341851,-0.02673877121826629,0.02
2015-08,600089,0.4078004458232557,-0.08346647425655818,0.02
2015-08,601006,0.3901467368702418,-0.12353347135955839,0.02
2015-08,601012,0.3727850491207857,-0.04094126650086094,0.02
2015-08,000166,0.37140833705356285,-0.08626198083067094,0.02
2015-08,601669,0.3659305254450642,-0.053714285714285825,0.02
2015-08,601088,0.36376074497537075,-0.06762804574838388,0.02
2015-08,603993,0.3631743921520381,-0.15267175572519087,0.02
2015-08,600585,0.35199677294400233,-0.07821001088139279,0.02
2015-08,601766,0.33186015561377435,-0.025050778605280932,0.02
2015-08,601688,0.33114745407763957,-0.0462610899873257,0.02
2015-08,600028,0.3028993017524667,-0.024958402662229484,0.02
2015-08,601111,0.29764695318308054,-0.025149700598802283,0.02
2015-08,600011,0.2910974038070506,-0.04531886024423337,0.02
2015-08,000538,0.28392673478223823,-0.07741350961377136,0.02
2015-08,601398,0.27918719596380553,0.030595813204508993,0.02
2015-08,002252,0.2788065881638332,0.08326160106424596,0.02
2015-08,601988,0.2758234126956322,-0.034782608695652195,0.02
2015-08,600660,0.27532913486449234,-0.02469197015147373,0.02
2015-08,600030,0.2751250832390215,-0.09882103589879443,0.02
2015-08,601600,0.2636856019624614,-0.12979890310786102,0.02
2015-08,600377,0.2522178023308512,-0.014997321906802363,0.02
2015-08,601901,0.25092470650783083,-0.09256661991584858,0.02
2015-08,002736,0.2504816658987863,-0.03811369509043927,0.02
2015-08,601607,0.2474438674565894,-0.06939501779359436,0.02
2015-08,002241,0.24269752820685622,0.004655067155067361,0.02
2015-08,300033,0.23391139125545107,-0.04496598839777377,0.02
2015-08,601857,0.22889586917180066,-0.07245080500894463,0.02
2015-08,601288,0.22149849876122102,0.01298701298701288,0.02
2015-08,000100,0.22021882129324152,-0.07793345008756569,0.02
2015-08,601899,0.21849940125441103,-0.05031446540880502,0.02
