Feature,Importance
TURN_1M,0.1095495030954009
ABTURN_1M,0.09406148304924915
ROE_TTM,0.0689544597086449
MOM_12_1,0.0686299928209914
REV_1M,0.06855587027723006
IVOL,0.0644124866838275
VOL_20D,0.06357242672944839
SIZE,0.062092651333268696
BETA_60D,0.06087432343170986
AMIHUD,0.0591407788049087
ASSET_GROWTH,0.053596509729063414
SP,0.05093476800067304
BP,0.047040453500045494
OCF_QUALITY,0.044571639283999265
GPM_change,0.043588278266307706
EP,0.0404243752852315
