Feature,Importance
VOL_20D,0.006835968951262798
IVOL,0.006284595827211435
OCF_QUALITY,0.003473587008188872
TURN_1M,0.003053946009766644
ASSET_GROWTH,0.0029688098460534935
ROE_TTM,0.002921086306942393
EP,0.002903627928672046
BP,0.0027689805303040198
ABTURN_1M,0.0026633999988818764
AMIHUD,0.002531781891554557
SIZE,0.0020227155412403685
GPM_change,0.0016878987042899128
REV_1M,0.0016758318989059861
BETA_60D,0.0014451224659033206
SP,0.0010160408101400926
MOM_12_1,0.0008552113779724106
