Feature,Importance
TURN_1M,9.69073147381035
ABTURN_1M,7.024062555283308
MOM_12_1,3.7330604370993874
SIZE,3.2973893977856883
BETA_60D,3.037459005640509
ROE_TTM,3.035904136331131
IVOL,2.950697228855764
BP,2.8977123454484777
SP,2.513772386650089
VOL_20D,2.4769972482463345
REV_1M,2.3957813249823325
ASSET_GROWTH,2.065299456977906
OCF_QUALITY,1.9755408902807783
GPM_change,1.967259751399979
AMIHUD,1.8925364781171083
EP,1.5568589605002974
