Feature,Importance
TURN_1M,34.65053513055599
IVOL,9.178885329825048
OCF_QUALITY,8.768948637544563
SIZE,8.666408033239263
ABTURN_1M,6.360787275237528
ROE_TTM,5.98434284142379
AMIHUD,3.7659048841493834
SP,3.26898863382996
BP,3.252328465418586
ASSET_GROWTH,3.2183419803924713
GPM_change,3.2052029041565375
MOM_12_1,2.9452925173403552
EP,2.7638622914655397
BETA_60D,2.1292788216048906
REV_1M,1.0323550369610175
VOL_20D,0.808537216855077
