year_month,strategy_ret
2017-10,-0.03596087242170103
2017-11,0.0265383658815656
2017-12,-0.006477139060494909
2018-01,0.019697236911546366
2018-02,0.018234480014474124
2018-03,-0.03868311009306384
2018-04,-0.000456035610737151
2018-05,-0.05064491136329007
2018-06,-0.007484504247948191
2018-07,-0.06586436104299385
2018-08,0.022595421370602428
2018-09,-0.09148385533006785
2018-10,0.01609536714990245
2018-11,-0.0385116160366751
2018-12,0.041264454547927654
2019-01,0.16941456711835265
2019-02,0.09292562919830147
2019-03,-0.003411365644138199
2019-04,-0.06051254756678135
2019-05,0.06058280207435377
2019-06,0.046643920242076066
2019-07,0.014644697947036725
2019-08,0.037320207995117885
2019-09,0.0317938470076149
2019-10,-0.02570129389773292
2019-11,0.07280449760051352
2019-12,0.03476261193848244
2020-01,0.019927268372008963
2020-02,-0.07130750588237181
2020-03,0.11393609068095734
2020-04,0.07573841924530561
2020-05,0.11135793807552247
2020-06,0.16383177947386207
2020-07,-0.01279067967623377
2020-08,-0.014829114317009043
2020-09,0.006658081405454762
2020-10,0.06768742432238958
2020-11,0.09208314402803904
2020-12,0.06114409997650178
2021-01,-0.03885218573158729
2021-02,-0.029507466921748965
2021-03,0.10460492162730048
2021-04,0.06035051702982057
2021-05,0.025981141206277616
2021-06,-0.011878291021682155
2021-07,0.0429225263312524
2021-08,-0.025516339809696108
2021-09,0.02596546833058332
2021-10,0.009231569241188248
2021-11,-0.003345114667707215
2021-12,-0.09460218457209793
2022-01,0.041559495811381617
2022-02,-0.10235131985534988
2022-03,-0.0538708245185923
2022-04,0.0800953662191749
2022-05,0.08156486389458054
2022-06,-0.02185108495294602
2022-07,-0.010140380506278274
2022-08,-0.0515777730318601
2022-09,-0.04124199814161102
2022-10,0.03927689200344985
2022-11,-0.03686054095909645
2022-12,0.06328142330053545
2023-01,0.009703958746089428
2023-02,0.06596222560834633
2023-03,0.04438200677139496
2023-04,-0.02232467235466635
2023-05,0.017231254226509393
2023-06,0.04076011990377413
2023-07,-0.033155991020476075
2023-08,0.0018470986001156704
2023-09,-0.03719392526842423
2023-10,-0.004575268292333368
2023-11,0.003066137062787681
2023-12,-0.10695315084464252
2024-01,0.13683500377476873
2024-02,0.024972617698403456
2024-03,0.029550393839992535
2024-04,0.007360068803863504
2024-05,-0.019054084845541802
2024-06,0.019012381031462897
2024-07,-0.050298026917718765
2024-08,0.22455056868379453
2024-09,-0.0076328315435976
2024-10,0.03964500661783218
2024-11,-0.013365095692828623
2024-12,-0.011323908680754807
2025-01,0.05906442425760947
2025-02,-0.01794219646833205
2025-03,-0.04338581062027171
2025-04,0.006008576187326916
2025-05,0.08320703387812703
2025-06,0.06395927636706879
2025-07,0.15256495224200287
2025-08,0.057969911284033546
2025-09,-0.015281709691053512
2025-10,-0.050791343031768646
2025-11,0.04009783915077095
