,equal
Ann_Return,0.15972517608185877
Ann_Vol,0.2265224257228408
Sharpe,0.7051186017109357
Max_Drawdown,-0.305084371297506
Monthly_WinRate,0.592
Months,125.0
Avg_Turnover,0.45760000000000023
Benchmark_Ann_Return,0.018716159782012465
Excess_Ann_Return,0.14018342409292406
Tracking_Error,0.11296991960946778
Info_Ratio,1.240891598201824
