Feature,Importance
VOL_20D,2.914470076172923
MOM_12_1,2.8762420263762274
REV_1M,2.6811015942754843
ROE_TTM,2.5773828316790364
TURN_1M,2.2051868153115115
IVOL,2.195491436480855
GPM_change,2.0571779335538545
AMIHUD,1.9951588564241927
SP,1.8802054608240724
EP,1.8351787536715467
BP,1.7614395353011787
