date,strategy_ret,gross_ret,turnover,n_holdings
2016-04-15,-0.06564601330493319,-0.06264601330493319,1.0,50
2016-04-22,-0.005500855743767165,-0.0038208557437671643,0.56,50
2016-04-29,-0.05499779889599261,-0.05397779889599261,0.34,50
2016-05-09,0.00039388063219175347,0.0018338806321917533,0.48,50
2016-05-16,0.003399938782233173,0.004719938782233173,0.44,50
2016-05-23,-0.012458177273858766,-0.011018177273858766,0.48,50
2016-05-30,0.06451697380793936,0.06571697380793937,0.4,50
2016-06-06,-0.027563902521478195,-0.026423902521478197,0.38,50
2016-06-15,0.012388442395810979,0.013888442395810979,0.5,50
2016-06-22,0.024728683621399704,0.025568683621399704,0.28,50
2016-06-29,0.035258834968915506,0.036458834968915506,0.4,50
2016-07-06,0.015216559370672992,0.01713655937067299,0.64,50
2016-07-13,0.0028823012515388534,0.004262301251538854,0.46,50
2016-07-20,-0.05078080285225724,-0.049160802852257234,0.54,50
2016-07-27,-0.016409471820363987,-0.014969471820363988,0.48,50
2016-08-03,0.022389432435631917,0.023649432435631917,0.42,50
2016-08-10,0.038023070934443494,0.03940307093444349,0.46,50
2016-08-17,-0.009889044127600815,-0.008389044127600815,0.5,50
2016-08-24,0.0076801334518429715,0.009120133451842972,0.48,50
2016-08-31,0.016965653529141828,0.018585653529141828,0.54,50
2016-09-07,-0.03656097523786715,-0.03476097523786715,0.6,50
2016-09-14,0.014667157543310654,0.016347157543310654,0.56,50
2016-09-23,-0.002384719197518675,-0.00046471919751867486,0.64,50
2016-09-30,0.02499541101672432,0.02643541101672432,0.48,50
2016-10-14,0.0057194736122148145,0.007099473612214815,0.46,50
2016-10-21,0.00048423548040296455,0.0016842354804029647,0.4,50
2016-10-28,-0.0013203358296781755,-0.0003003358296781755,0.34,50
2016-11-04,0.01270259090146721,0.013482590901467209,0.26,50
2016-11-11,0.010687062876207713,0.011587062876207713,0.3,50
2016-11-18,0.00657952156027141,0.00795952156027141,0.46,50
2016-11-25,-0.021243904249150868,-0.02010390424915087,0.38,50
2016-12-02,0.0056427103377156874,0.006842710337715687,0.4,50
2016-12-09,-0.04323279786202572,-0.04215279786202572,0.36,50
2016-12-16,-0.00018030763291163065,0.0010196923670883695,0.4,50
2016-12-23,0.011227118657395492,0.012487118657395492,0.42,50
2016-12-30,0.01578632687657068,0.01722632687657068,0.48,50
2017-01-09,-0.05937408127441605,-0.05793408127441605,0.48,50
2017-01-16,0.03546351869299048,0.036843518692990476,0.46,50
2017-01-23,0.012610719522799796,0.014110719522799796,0.5,50
2017-02-06,0.023022780127180335,0.024342780127180334,0.44,50
2017-02-13,-0.005643596075634371,-0.004503596075634371,0.38,50
2017-02-20,0.022681930226933152,0.02346193022693315,0.26,50
2017-02-27,0.030932001478024263,0.032012001478024264,0.36,50
2017-03-06,0.0027857732536149724,0.0036257732536149724,0.28,50
2017-03-13,0.003047875649373562,0.003947875649373562,0.3,50
2017-03-20,-0.0003660814065249423,0.00041391859347505777,0.26,50
2017-03-27,-0.0033597467887516953,-0.0024597467887516955,0.3,50
