date,REV_1D,MOM_5D,MOM_20D,MOM_60D,VOL_20D,TURN_5D,TURN_20D,AMIHUD_20D,VOLUME_RATIO_5_20,BIAS_20,RANGE_20D,SIZE,BETA_60D,VOLUME_PRICE_REVERSAL_20D
2016-10-21,0.009709442825126929,-0.08541022781746874,-0.09045907050545572,-0.1105168067553627,-0.05632076239387427,-0.08315791174600139,-0.056484579355490595,0.1246939282305163,-0.04846094340754849,-0.09085692217385022,-0.058960105823829566,0.08479872728554198,0.022511545695296994,0.07765902598463609
2016-10-28,0.011581162652987174,-0.08199356077796675,-0.09001972362601868,-0.09846101017830797,-0.0683150451512202,-0.09033255607189168,-0.0651824150146076,0.11733165685796927,-0.05062966835491964,-0.09226732266350844,-0.06596695811384319,0.07778126174126004,0.010948721623253842,0.0791889371722454
2016-11-04,0.011003024662754731,-0.08106031914735745,-0.09082975563242791,-0.0950651187334329,-0.07122963779048262,-0.09161544724631074,-0.06761411723525909,0.11792819799630508,-0.048249702889015304,-0.09160920678174214,-0.06585879583930536,0.07880481950419496,0.006847246070962086,0.08228461047044962
2016-11-11,0.00976648645358466,-0.07959342741809369,-0.09212637908701085,-0.0935432524129522,-0.07602854389544916,-0.09052028853774512,-0.06816101876924055,0.1183207581427985,-0.03926472770746028,-0.09022613104924293,-0.06928983055370831,0.08317863428049142,0.00612566512883647,0.08385485656338582
2016-11-18,0.01026927311521205,-0.07835479750192768,-0.09217844639944901,-0.09642404776436676,-0.07877424256124514,-0.09279737425625985,-0.07092910201287835,0.11551439712209216,-0.03527900552757535,-0.08916568583955517,-0.07228342361086314,0.07905077077215934,0.00827332147306862,0.08070611204334742
2016-11-25,0.01185648150031546,-0.07400655661852233,-0.09254973424766717,-0.09371126242735342,-0.08638750155390511,-0.0996864511168691,-0.07945400607434866,0.11407853941389354,-0.032406089164951635,-0.08621003612032062,-0.0782851067020896,0.07323577460597612,0.0011444009181926337,0.07698805953559423
2016-12-02,0.006176209853141131,-0.07034862886168212,-0.09266957263827671,-0.09295792361234864,-0.09451691099639556,-0.10777665659226536,-0.08878665454077864,0.1049082321264987,-0.027350464789493812,-0.0833865514704602,-0.08398284933082356,0.06191798011183259,-0.008096390688898983,0.07712497438710401
2016-12-09,0.004173926305783469,-0.06556147905566737,-0.09465551004741514,-0.09054445416974535,-0.09955343048369995,-0.11210401540815458,-0.09531958448259724,0.09950673519280676,-0.021792234896485428,-0.08093464793109849,-0.08793568110297506,0.05250634123037056,-0.017872416655773368,0.07753954303742742
2016-12-16,0.004222309405370716,-0.06737593075176383,-0.09236468631444085,-0.0898054547780665,-0.09874382681326709,-0.11552831957627639,-0.09834768166907468,0.10074112483113587,-0.01790883661890386,-0.07849524599404592,-0.08935183942018306,0.04944558719645763,-0.018656088597041345,0.07901306803397246
2016-12-23,0.002573692187732264,-0.06840071137837052,-0.09305884929053732,-0.09241927710699425,-0.10066504847513835,-0.11583506665478141,-0.09867927305842601,0.10095317942691934,-0.016037509921888245,-0.07940996557768035,-0.08951138824512664,0.04820700323726098,-0.017578127108051927,0.07667090833109251
2016-12-30,-0.0011437228500059354,-0.0645733314502694,-0.08754873937920636,-0.09421745638019513,-0.10524009881251398,-0.11725319525826189,-0.10232973100838128,0.10214561235485076,-0.011897804898571744,-0.07290797402140788,-0.09290853043256127,0.04615161929613942,-0.025585223012756887,0.07609696084487819
2017-01-09,-0.000729449193677308,-0.06677887554557556,-0.09081409483938092,-0.09039829731741147,-0.10373689801408091,-0.11705500296110519,-0.10142232281142488,0.10367001672635287,-0.012250635300890246,-0.07656439236236298,-0.0886957018644175,0.04871363596533485,-0.019431269602030482,0.07973940749595462
2017-01-16,-0.005396208950823647,-0.0677250689102411,-0.09009210206709337,-0.08546410252188827,-0.1065634776452425,-0.12160854022413417,-0.10502538349063618,0.09787365616517685,-0.012536564987253985,-0.07759679705618747,-0.08824396161395574,0.04373332661016115,-0.017966239717827633,0.08017457003937775
2017-01-23,-0.005005220226395475,-0.06733436779124227,-0.09290604753575259,-0.07337824094397077,-0.10674595963857117,-0.12614756686097828,-0.107984397140852,0.09364731680065463,-0.015513175237543897,-0.08073163300574944,-0.08809124027635638,0.041722709362332015,-0.017509974344883755,0.08328215083471714
2017-02-06,-0.00020786786615041572,-0.0742044305669435,-0.09665499433732945,-0.06899291874644638,-0.10217131858738242,-0.12142295047543368,-0.10268434617707238,0.0995706493392627,-0.017851902935429806,-0.08487859624084869,-0.08831073124613316,0.049893922741737956,-0.006845162522307821,0.08631020821752185
2017-02-13,0.006491609879197152,-0.0671621654236887,-0.09055952673171415,-0.07122990887653752,-0.10218446986274872,-0.12180509431458321,-0.10427763091314435,0.09967984016756229,-0.014378639971764228,-0.07854808591885504,-0.09619290176124826,0.04878957476307031,-0.013089932741274884,0.08561061867461134
2017-02-20,0.010396620684117116,-0.07115906641478628,-0.09446028113199562,-0.07030424630249968,-0.10178064839141,-0.1174301172214662,-0.09927979595148274,0.0955584866299683,-0.014950058888579936,-0.08635390630394825,-0.09104068782370062,0.05078568567295258,-0.005987676248187804,0.09051272233490487
2017-02-27,0.012479647380785627,-0.06486962995179901,-0.08445991025803438,-0.0711175412663288,-0.10524205784155069,-0.12183517916730253,-0.1027301123748155,0.09434908410447641,-0.014250649647033507,-0.0804256412101195,-0.10326499972353935,0.047541208210158024,-0.012794949444036486,0.08463938942002007
2017-03-06,0.010905917458843024,-0.06163232080200835,-0.07778638206803011,-0.06945407471253984,-0.10887687948876398,-0.12177822362114922,-0.10214014947637823,0.09531030462691005,-0.015569562892258457,-0.07557699250907977,-0.10770596081487646,0.04794718812663858,-0.018622670362843735,0.08669337303968028
2017-03-13,0.012419166663887088,-0.05287353511313548,-0.07249149872382267,-0.07423174463390093,-0.10813365624015853,-0.12183942829163742,-0.10204903594156046,0.10793580459280973,-0.011266602594857502,-0.06530310383403602,-0.10830754605594399,0.0585539188739799,-0.008242232815974204,0.0963527256242962
2017-03-20,0.02064540179057938,-0.06301425751720818,-0.07599151588436535,-0.07980750567554647,-0.0977702577570647,-0.11214533829546894,-0.09031340577129154,0.11138370088975581,-0.012637462869618716,-0.07199494459513812,-0.09712438084390933,0.06844511077712137,0.00028460732383562887,0.09844211000909647
2017-03-27,0.02135912737688741,-0.05879115445800989,-0.06669951825029903,-0.07633870114926831,-0.10317420310268581,-0.11388375511026386,-0.09316700263105882,0.1223466526580398,-0.0031057570502255943,-0.06343871365537002,-0.09964320406999437,0.07707160682632806,-0.00040142579639108064,0.10057917786517785
2017-04-05,0.025199308261444914,-0.06051200441535005,-0.05639327900894493,-0.06099820302590988,-0.11240918655534776,-0.12249029734323379,-0.10386523582561977,0.1165899213792721,0.0036321000454531053,-0.051537014347099154,-0.10818420855798032,0.06620760098029188,-0.015504318892332752,0.09647732136171944
2017-04-12,0.024373256582937694,-0.058889417220718866,-0.04363849575002494,-0.04157723335279052,-0.12261570060829706,-0.13725867022282753,-0.11781399278181137,0.11176960767437064,-0.00024766250946350253,-0.042697493348593324,-0.11811798803298604,0.051063883139945844,-0.03324653440395651,0.09669006437127602
2017-04-19,0.02247678574166071,-0.050180295255553356,-0.04071153036021987,-0.03950842432944344,-0.12964110026460868,-0.1438019617919314,-0.12607472200699357,0.1061715704516278,0.006957060607915023,-0.03684104058407661,-0.12280054904802887,0.0404037328780362,-0.04285506610543794,0.09157616057446659
2017-04-26,0.01768228210581908,-0.04984969465959699,-0.03813250024008623,-0.029577083689226544,-0.13541662941681648,-0.1532070633233367,-0.13298400040080194,0.09989037679034421,0.00038924969629550106,-0.033545887995085774,-0.1269027619498205,0.03294297162282207,-0.0539345196072879,0.09554497850266006
2017-05-04,0.017038068527470838,-0.05021931138580571,-0.03707759599357499,-0.02536660813398131,-0.13536323603163034,-0.15395289401701484,-0.13264394961573242,0.10369456504229817,-0.000534527262022092,-0.03269438924336714,-0.12188421820762087,0.03452017778868651,-0.05364581986523254,0.10136463888556245
2017-05-11,0.014016197633186718,-0.05061687804744229,-0.035473000373467754,-0.026797108866269917,-0.1338441350799248,-0.1506569291957778,-0.12979631596421512,0.1092928742601558,0.0025995128320127694,-0.03253595153419515,-0.12553933910677667,0.040141157806476355,-0.045452010406130346,0.10323858889396857
2017-05-18,0.012445652266374566,-0.04661598000668928,-0.03190521324991976,-0.020862782047033412,-0.13791581124929833,-0.1523697576711704,-0.13365404827905392,0.1046706588205278,0.010256422329832758,-0.027287997289571854,-0.13052885043000256,0.0350032011066815,-0.05546164757533723,0.10102197767850676
2017-05-25,0.017689328412500895,-0.05452302229586996,-0.03203240486105668,-0.016984432794474494,-0.13932274670450467,-0.1569791241940711,-0.13682568576605417,0.10229816374274939,0.003913456544201687,-0.030229354057705934,-0.1293542358334594,0.0260824138948631,-0.05693054820240849,0.09683508269607997
2017-06-05,0.014393423846356739,-0.055348007728625186,-0.03914803293838436,-0.02004261464156231,-0.14008565709515777,-0.15748960325528227,-0.13547072064586857,0.09393608420899562,-0.0058531113130566425,-0.03454557249997936,-0.1270322150102334,0.01920613361432361,-0.05742449905376003,0.1000243241484141
2017-06-12,0.016950169884271688,-0.05353574629503524,-0.04263900133236314,-0.020017783444962512,-0.13723234262458253,-0.15516357962547217,-0.13381190624154626,0.08893115196435947,-0.008629857543807433,-0.03749088730072138,-0.12327964884267933,0.014966360494479672,-0.062351747276911354,0.10499981712880778
2017-06-19,0.02062013168351621,-0.05456581014491504,-0.04374375619312145,-0.02294397735782642,-0.13726641663771932,-0.15405688516028243,-0.13425563983072905,0.08342719472413603,-0.00709442370802612,-0.038511885313573434,-0.12467101563868369,0.009342873189628233,-0.06599218655635478,0.10350780386148771
2017-06-26,0.018249538467997022,-0.052706362855083816,-0.04601687899158264,-0.03147848636667986,-0.13343087565593884,-0.15441549608963362,-0.1359754603476859,0.07905404541245123,-0.011333243454122587,-0.04146358345972772,-0.1218113287848197,0.002941947043818265,-0.06889263753084915,0.10223011553960981
2017-07-03,0.018677829289512744,-0.05347803580375242,-0.04378031196046438,-0.02935118754906178,-0.13682424025352652,-0.15742249556891388,-0.13982684844718632,0.06989957482729398,-0.011606411693075079,-0.03973989064710361,-0.12425618719431838,-0.006206394247453646,-0.07104981751467361,0.09788077500366371
2017-07-10,0.01604971424378303,-0.051239887606768744,-0.04746272528455512,-0.03701518510239977,-0.1358057119067597,-0.15510985650210785,-0.1396899905673159,0.07034737460438728,-0.008554242626264785,-0.04114332381644299,-0.12391803023967075,-0.008405979173476217,-0.06852314732864304,0.09673483099742503
2017-07-17,0.01338622570373559,-0.051135897843510275,-0.04374678093521582,-0.03932228918257476,-0.1416686285585337,-0.15815723276688634,-0.14563929281892393,0.06658121419675841,-0.0041437647331260645,-0.03721438109973254,-0.12589534360729387,-0.013326606395184059,-0.07000930428751152,0.08977303787101298
2017-07-24,0.01031710241615491,-0.04092678330187164,-0.03085912632308414,-0.02864134254289712,-0.14702444633152933,-0.17032530406127477,-0.15957682660333955,0.06305691980741922,0.0035531156274028015,-0.023331295923002444,-0.12791304125129285,-0.02594308395924288,-0.07597936936203523,0.09255224248945311
2017-07-31,0.010430622816288723,-0.050446738331846416,-0.02901861175911341,-0.02661497895085982,-0.1436038815404032,-0.17169177277452066,-0.15876316973252594,0.06651091161163367,-0.0009653005505975135,-0.025630977370315427,-0.1262546478504462,-0.02367305167299804,-0.0664761604276746,0.09991917461077628
2017-08-07,0.014372427836365024,-0.05088584299654984,-0.023968045395165564,-0.023226944478487558,-0.14255895247462075,-0.1749358047428795,-0.16235805392800481,0.06657577767210347,0.0023542139533337604,-0.021171280782879782,-0.12116286875821267,-0.027970694748852862,-0.06553860063302284,0.1029204915995215
2017-08-14,0.01568448006475153,-0.06029339584659717,-0.026669655644042587,-0.0200524587407587,-0.1398303403797524,-0.17289971080271657,-0.1588681436765467,0.0612806674184924,0.0014819002662387751,-0.025429259013096124,-0.1184814780372105,-0.028615864477211105,-0.058197026110111454,0.11221561952247412
2017-08-21,0.02061971367275749,-0.0643059636016753,-0.0451184433079472,-0.02718302806954416,-0.1332530927722965,-0.16092945186914676,-0.14628360438985483,0.06124406388108838,-0.0021100461164561602,-0.037084414647609316,-0.11717008306077892,-0.019782539081507306,-0.04352553125006193,0.12139002427927575
2017-08-28,0.018146867354165482,-0.06247171725485331,-0.052467840313260086,-0.030640717961969606,-0.13215837387902632,-0.15704761367547235,-0.14128069092325782,0.06436794654059552,-0.006006534770895582,-0.04406479939189573,-0.11538768285605151,-0.01176445299354311,-0.044675343527802544,0.11951941855721104
2017-09-04,0.018442391168732225,-0.06289163848326779,-0.054190835761830626,-0.02474854668970761,-0.12740346945109984,-0.1559968966815342,-0.13748340589479402,0.07162606594895296,-0.011444520525643598,-0.04864678599335641,-0.11307652402157971,-0.006124897034278548,-0.03983121526599965,0.1280928070792228
2017-09-11,0.01795053370511233,-0.06492380181824732,-0.05695509613037405,-0.019080836575311143,-0.1239878147243352,-0.15869767464662576,-0.13999943386863475,0.07696060080245129,-0.013714944180935043,-0.04794715685058125,-0.10823877316962731,-0.005401186055692302,-0.029049500826895343,0.1370926466451769
2017-09-18,0.016566908427690673,-0.06260168050645319,-0.05620547879059026,-0.01782491482296548,-0.12552452274472664,-0.16066751487944636,-0.1426023542823837,0.08016139579910589,-0.008364676131398997,-0.04429824794493702,-0.10964009200367862,-0.005658689478993612,-0.029253025153246077,0.14063049903438346
2017-09-25,0.017118776336066375,-0.06423951285644293,-0.05680291644952851,-0.02569155838702147,-0.12600543982858864,-0.1562805852109662,-0.13702951438968755,0.08059043757319989,-0.011138264819882964,-0.04576601413236021,-0.11022403371592226,0.0013866098812466102,-0.03282493023735804,0.13490140618172833
2017-10-09,0.021078547596471684,-0.06725198371339512,-0.0600972084245613,-0.025354869403915757,-0.1207388938437734,-0.1540967612639973,-0.13337684692469587,0.07727711855022007,-0.014273633476894327,-0.05003848403950149,-0.10725138311540797,0.0012418542115025793,-0.02628498728828733,0.14163742814737604
2017-10-16,0.024727488581628872,-0.06438838587134117,-0.052102553804825494,-0.034331206757360455,-0.12160499543833518,-0.15287066673347605,-0.134389335647295,0.08184748757254202,-0.007264439108361945,-0.04316334857337924,-0.11000799537166965,0.0017148059474838687,-0.03526367220009266,0.13632361839220822
2017-10-23,0.023554038657247225,-0.06332929888248907,-0.0483834832831339,-0.04122172186331891,-0.12426032653699466,-0.1543048171053482,-0.1390392245206999,0.07771645224387796,-0.0018732702656677348,-0.03918206248637227,-0.11043509859489745,-0.001502556542239634,-0.04666808204798402,0.12852956696972925
2017-10-30,0.024601442517906157,-0.05889182893857954,-0.04309964440527821,-0.036861584616226406,-0.12393755548220656,-0.1584711964857225,-0.14383748670487048,0.07518169040736056,-0.0010390537984574727,-0.033669069994725784,-0.10905339752351426,-0.009320626357100176,-0.05093561522559357,0.13109980754245826
2017-11-06,0.025284375228468162,-0.053908165289544105,-0.02621771298010752,-0.02724125317702587,-0.1256352895612542,-0.16484782873345935,-0.15232307088022592,0.08251111839932446,0.0076271245728917,-0.018598415689853494,-0.11168985202871545,-0.013093050954553008,-0.06276054829718321,0.12826219420739352
2017-11-13,0.023537779715392032,-0.05195082061651689,-0.01747448398051529,-0.015548942171914314,-0.1265704822327638,-0.17094833779013205,-0.15836486848287465,0.09196989979116098,0.010737766432867947,-0.00987374895660699,-0.11215324027662345,-0.01154003881279215,-0.06554280087671457,0.1337867898631248
2017-11-20,0.021668768053651435,-0.04978649737878334,-0.01531448669491424,-0.008913493748318927,-0.12399955654602525,-0.1740007792153698,-0.16023911267970445,0.08887197202226746,0.011765198610844872,-0.009868332151159852,-0.11423533101464146,-0.019971505927420183,-0.06816711210669119,0.13319785385020733
2017-11-27,0.022840101506169375,-0.045711604716355936,-0.01886532563542592,-0.008506424457880283,-0.12023731083092026,-0.17202693232087388,-0.16007591871901913,0.07570411089267329,0.013035977470991039,-0.013695539633515387,-0.10962950135516619,-0.03464301543313004,-0.07813459503038753,0.126893641997492
2017-12-04,0.020379032777752278,-0.04470623780394534,-0.027832167935684167,-0.018356339275093236,-0.11576942174548592,-0.16870012477526206,-0.15850231724058403,0.07234206845040933,0.015264902307395231,-0.0180245937922931,-0.09882206600789599,-0.03700353564148935,-0.07227680308902193,0.132020389157688
2017-12-11,0.019704586550673704,-0.04693950109232877,-0.023668557982934123,-0.012753573575031851,-0.11336420645290446,-0.17102500660820963,-0.16134420475961112,0.07433433279939795,0.015719346585879618,-0.01555591849351475,-0.09873393464490107,-0.03758615707441567,-0.07677847705614343,0.13249219632405382
2017-12-18,0.024857356342801097,-0.053425959797915465,-0.02136589652341912,0.0012216538294336748,-0.10358615635551614,-0.17470743893464064,-0.16131803990169305,0.09158659069734341,0.011158685629345959,-0.019251934903151323,-0.08964782416106379,-0.0291893861478008,-0.06960319507191143,0.149079881703964
2017-12-25,0.026925773495188612,-0.049329311972771406,-0.02487510941353753,-0.003960923963848812,-0.10733576184132612,-0.17098171696058126,-0.15878629868800978,0.09012427127848192,0.010300732220263255,-0.02025041181058793,-0.09528544167067832,-0.025837991250124495,-0.06407513562299053,0.15193111981161012
2018-01-02,0.027585284348303023,-0.046768825337553686,-0.035986799780288445,-0.012258488038453436,-0.10484017924348024,-0.16741259814984175,-0.15460787923728134,0.08987732819018572,0.0005863311173343522,-0.027280800557724756,-0.09105850802681668,-0.022366413451075862,-0.05931987179533276,0.1600506927263279
2018-01-09,0.026832490481359328,-0.04563011213598404,-0.041615161027446126,-0.015167478270060854,-0.09999559268796829,-0.16493187384437352,-0.15213089772668748,0.08177001480965936,-0.0003914577582484332,-0.029763933312960518,-0.08995091784747573,-0.031891577403581416,-0.05512481179091076,0.16480368090328415
2018-01-16,0.02593540994576373,-0.039979779823060425,-0.03671652969449326,-0.013488891633460814,-0.10254741450133334,-0.16609037606607482,-0.15557167255640478,0.07044847599744966,0.011355025063926107,-0.02321533327950673,-0.09321726471416499,-0.04675396272346505,-0.06009364372472522,0.15458622027617094
2018-01-23,0.02405166525834277,-0.02719711859776687,-0.032648172886850194,-0.022933299664300768,-0.10762547333821487,-0.16538701078639578,-0.15720842598312113,0.07016830025189423,0.018932882033850438,-0.01148997392214623,-0.0969348268851793,-0.04450900935577084,-0.07260232949233382,0.14831151154383249
2018-01-30,0.03049036714097202,-0.03989973947184137,-0.03749861651177266,-0.035308532802858617,-0.10178800678096907,-0.1520804235583033,-0.14442873018731023,0.07429124796456034,0.020638400716977087,-0.01860457843043493,-0.09489487354343693,-0.036197014767664286,-0.06306672041346426,0.15081274770943492
2018-02-06,0.03186300973551012,-0.03547032483821227,-0.025248370473554924,-0.028250729811975676,-0.10762397221096555,-0.15431200672321202,-0.14855328512950405,0.07008122377623946,0.02778843956090625,-0.010411172742195517,-0.1015241254402516,-0.042492995762914355,-0.0723112881423725,0.14406905565218542
2018-02-13,0.03127049915890792,-0.029577034038291258,-0.02253201731627809,-0.02421743321623948,-0.11335878234893866,-0.1587486451756806,-0.15336438184071863,0.06327661804591089,0.027379434477087974,-0.005729234300898503,-0.10447454435660611,-0.048897557224796974,-0.08067768011338936,0.13649613838625546
2018-02-27,0.020153772512607752,-0.033644700703360966,-0.033133916850682316,-0.03135439978791558,-0.1037328206973423,-0.1560889583849892,-0.1516374392901082,0.0692767574716923,0.02949706261620521,-0.010992609153415066,-0.09577490257745737,-0.05038240273881204,-0.07318892687312588,0.14114133034228588
2018-03-06,0.019684418413168245,-0.028459759161247544,-0.04932202329397671,-0.0554195601752378,-0.09132767369695968,-0.14832359282876265,-0.14326533723317242,0.08490491341751735,0.031014058603590466,-0.01874414878959718,-0.07907420766217094,-0.03939271387414673,-0.05968754290426967,0.15138004994618282
2018-03-13,0.0176874781457555,-0.011714460564014479,-0.04816174137042419,-0.053953914891126616,-0.09461465723139399,-0.15126926153962622,-0.15156385042421688,0.09122108460690571,0.04969018706762481,-0.0011679082119459825,-0.07178324098645143,-0.04055912924076351,-0.059907871060550774,0.15670521465919998
2018-03-20,0.027158496435263687,-0.018836269156756777,-0.043815093202462636,-0.0497587124858783,-0.09350010167689293,-0.14974729099511921,-0.15224749335428694,0.08506826626815155,0.05138242239406273,0.00016914590706838202,-0.06723365907202954,-0.048197180398142234,-0.06379453927581341,0.1490913293780714
2018-03-27,0.027278677956662865,-0.023283564448196,-0.038394283373726315,-0.05197481389864183,-0.10216806819859912,-0.15156842242849222,-0.15480318786462785,0.08478107650710066,0.04680702141211523,0.002300815965692744,-0.06741790604463774,-0.04631957188143479,-0.0666999761334832,0.1362026138865894
