date,strategy_ret,gross_ret,turnover,n_holdings
2016-04-15,-0.06613765050689449,-0.06313765050689449,1.0,50
2016-04-22,-0.0028474761540238386,-0.0009874761540238385,0.62,50
2016-04-29,-0.05120482433567195,-0.05018482433567195,0.34,50
2016-05-09,-0.000311276763379217,0.000768723236620783,0.36,50
2016-05-16,0.014739492920813302,0.015639492920813302,0.3,50
2016-05-23,-0.007008621551365161,-0.005688621551365161,0.44,50
2016-05-30,0.06562927730934667,0.06670927730934667,0.36,50
2016-06-06,-0.02660659986578549,-0.02546659986578549,0.38,50
2016-06-15,0.016655188524899604,0.018095188524899605,0.48,50
2016-06-22,0.02492099921676189,0.02600099921676189,0.36,50
2016-06-29,0.03956304335290919,0.04070304335290919,0.38,50
2016-07-06,0.021294729945620563,0.022974729945620564,0.56,50
2016-07-13,-0.00020591474926952768,0.0012340852507304722,0.48,50
2016-07-20,-0.05347319311442998,-0.05197319311442998,0.5,50
2016-07-27,-0.015436513384323733,-0.013936513384323734,0.5,50
2016-08-03,0.02100887708015509,0.02208887708015509,0.36,50
2016-08-10,0.029085100913170757,0.03040510091317076,0.44,50
2016-08-17,-0.011637594163665718,-0.010437594163665718,0.4,50
2016-08-24,0.008810979326655916,0.010010979326655916,0.4,50
2016-08-31,0.01810969665619792,0.01930969665619792,0.4,50
2016-09-07,-0.038666236754890185,-0.03704623675489018,0.54,50
2016-09-14,0.01543052286215914,0.01651052286215914,0.36,50
2016-09-23,-0.0024578714039607376,-0.0011978714039607373,0.42,50
2016-09-30,0.0342452747130454,0.0355052747130454,0.42,50
2016-10-14,0.005599473612214814,0.007099473612214815,0.5,50
2016-10-21,0.00041195999996122097,0.001611959999961221,0.4,50
2016-10-28,-0.0007319723197753816,0.00028802768022461844,0.34,50
2016-11-04,0.015165840482924043,0.016065840482924042,0.3,50
2016-11-11,0.008680364425597475,0.009640364425597476,0.32,50
2016-11-18,0.007430075110033197,0.008570075110033198,0.38,50
2016-11-25,-0.02259538618274656,-0.02151538618274656,0.36,50
2016-12-02,0.005680798397009551,0.006880798397009551,0.4,50
2016-12-09,-0.04450916772893207,-0.04342916772893207,0.36,50
2016-12-16,-0.0012236137871267994,3.6386212873200655e-05,0.42,50
2016-12-23,0.012903984053015636,0.014223984053015636,0.44,50
2016-12-30,0.017989987833541478,0.01948998783354148,0.5,50
2017-01-09,-0.05417867942669043,-0.052798679426690434,0.46,50
2017-01-16,0.035343518692990475,0.036843518692990476,0.5,50
2017-01-23,0.010889249269157096,0.012449249269157097,0.52,50
2017-02-06,0.01877862358081088,0.02003862358081088,0.42,50
2017-02-13,-0.004676258637394618,-0.003356258637394618,0.44,50
2017-02-20,0.022905168536226917,0.02380516853622692,0.3,50
2017-02-27,0.015090854379118383,0.016470854379118383,0.46,50
2017-03-06,0.0020926322370206736,0.0029326322370206736,0.28,50
2017-03-13,0.003622936848386019,0.004762936848386019,0.38,50
2017-03-20,0.001053504102204169,0.002013504102204169,0.32,50
2017-03-27,0.0010222559998744917,0.0022822559998744918,0.42,50
2017-04-05,-0.0001094687249469583,0.0012705312750530418,0.46,50
2017-04-12,-0.03655162444161267,-0.03535162444161267,0.4,50
2017-04-19,-0.012748691234134156,-0.011848691234134156,0.3,50
2017-04-26,-0.0010910623119948274,-0.0001310623119948273,0.32,50
2017-05-04,-0.037119761234360345,-0.035919761234360345,0.4,50
2017-05-11,0.014830792210373983,0.015550792210373983,0.24,50
2017-05-18,-0.013190305827375848,-0.012350305827375847,0.28,50
2017-05-25,-0.0032883530245368976,-0.0023283530245368977,0.32,50
2017-06-05,0.011744639893683266,0.012644639893683265,0.3,50
2017-06-12,0.03396532454920095,0.035345324549200946,0.46,50
2017-06-19,0.011038401874796665,0.012478401874796666,0.48,50
2017-06-26,0.010909827852377917,0.011989827852377916,0.36,50
2017-07-03,0.004465502496149097,0.005425502496149097,0.32,50
2017-07-10,-0.0490170392234227,-0.048117039223422704,0.3,50
2017-07-17,0.03528070012069503,0.03594070012069503,0.22,50
2017-07-24,0.004422281987747623,0.005322281987747623,0.3,50
2017-07-31,-0.002874416155947645,-0.002274416155947645,0.2,50
2017-08-07,-0.0004877364547470336,0.0001722635452529664,0.22,50
2017-08-14,0.022105214087509165,0.022885214087509164,0.26,50
2017-08-21,0.0026662709938655724,0.0038062709938655724,0.38,50
2017-08-28,0.005558783808265691,0.006638783808265691,0.36,50
2017-09-04,0.004900100749513079,0.005920100749513079,0.34,50
2017-09-11,0.0043161023547203334,0.005276102354720333,0.32,50
2017-09-18,-0.014505353174270316,-0.013605353174270316,0.3,50
2017-09-25,0.013760752750185259,0.014840752750185258,0.36,50
2017-10-09,-0.00020053578186394138,0.0006394642181360588,0.28,50
2017-10-16,-0.007959169557848804,-0.007179169557848804,0.26,50
2017-10-23,-0.012795615505461981,-0.012195615505461981,0.2,50
2017-10-30,-0.0027602313482617095,-0.0021602313482617097,0.2,50
2017-11-06,0.006024017266655227,0.006564017266655227,0.18,50
2017-11-13,-0.0369241770012972,-0.0363241770012972,0.2,50
2017-11-20,-0.01772850510139187,-0.01700850510139187,0.24,50
2017-11-27,-0.006200919547352685,-0.005480919547352685,0.24,50
2017-12-04,-0.003056905536958312,-0.0026369055369583117,0.14,50
2017-12-11,-0.015500656375984394,-0.014840656375984394,0.22,50
2017-12-18,-0.014601873373871654,-0.013881873373871654,0.24,50
2017-12-25,0.020575214116733274,0.021415214116733274,0.28,50
2018-01-02,0.013118719338248881,0.013958719338248882,0.28,50
2018-01-09,-0.025086174905907796,-0.024426174905907795,0.22,50
2018-01-16,0.01885654862258382,0.01927654862258382,0.14,50
2018-01-23,-0.012580310532923139,-0.011980310532923139,0.2,50
2018-01-30,-0.08575869223154947,-0.08527869223154948,0.16,50
2018-02-06,-0.022119862774400013,-0.021399862774400015,0.24,50
2018-02-13,0.024791802052740584,0.025331802052740583,0.18,50
2018-02-27,0.02176496446781089,0.02218496446781089,0.14,50
2018-03-06,0.018067832983608395,0.018427832983608394,0.12,50
2018-03-13,-0.008826910083814412,-0.008106910083814412,0.24,50
2018-03-20,-0.029465340479799224,-0.028865340479799224,0.2,50
2018-03-27,0.006171201742649797,0.006591201742649797,0.14,50
