date,strategy_ret,gross_ret,turnover,n_holdings
2018-02-05,-0.010198066172339013,-0.007198066172339012,1.0,50
2018-02-12,0.05876300209345546,0.06074300209345546,0.66,50
2018-02-26,0.04313625221849061,0.04517625221849061,0.68,50
2018-03-05,0.04359006121549168,0.04545006121549168,0.62,50
2018-03-12,-0.02304755729537093,-0.021127557295370927,0.64,50
2018-03-19,0.006046427579258814,0.007366427579258814,0.44,50
2018-03-26,0.03416590177682407,0.03620590177682407,0.68,50
2018-04-02,0.004981483378293511,0.006721483378293511,0.58,50
2018-04-11,-0.01629231088197454,-0.014372310881974538,0.64,50
2018-04-18,0.006605615609027608,0.008105615609027608,0.5,50
2018-04-25,0.011579255118633964,0.013199255118633964,0.54,50
2018-05-04,0.02239063794353276,0.02383063794353276,0.48,50
2018-05-11,0.022724897050861375,0.024164897050861375,0.48,50
2018-05-18,-0.007168153158619286,-0.005728153158619287,0.48,50
2018-05-25,-0.030166616887146454,-0.028426616887146455,0.58,50
2018-06-01,0.01378792207821546,0.015587922078215459,0.6,50
2018-06-08,-0.044627452865508156,-0.042947452865508155,0.56,50
2018-06-15,-0.0531611961891541,-0.0513011961891541,0.62,50
2018-06-25,-0.00014203598912445855,0.0019579640108755413,0.7,50
2018-07-02,-0.008436229348107987,-0.006816229348107987,0.54,50
2018-07-09,0.013357391514307562,0.015277391514307561,0.64,50
2018-07-16,0.0028550022755605316,0.004775002275560531,0.64,50
2018-07-23,-0.01234096821737836,-0.01042096821737836,0.64,50
2018-07-30,-0.06350327579088237,-0.06164327579088237,0.62,50
2018-08-06,0.062335268668893655,0.06431526866889366,0.66,50
2018-08-13,-0.040669731643069286,-0.03886973164306928,0.6,50
2018-08-20,0.032574338993784584,0.03449433899378458,0.64,50
2018-08-27,-0.021124655630901462,-0.01962465563090146,0.5,50
2018-09-03,-0.02724141780685869,-0.025441417806858692,0.6,50
2018-09-10,-0.01427852472550271,-0.01241852472550271,0.62,50
2018-09-17,0.05160393936491014,0.05346393936491014,0.62,50
2018-09-25,-0.024217662520086336,-0.022597662520086336,0.54,50
2018-10-09,-0.0996888418004557,-0.0982488418004557,0.48,50
2018-10-16,0.02977600636223386,0.03181600636223386,0.68,50
2018-10-23,0.016486949230446725,0.018646949230446724,0.72,50
2018-10-30,0.06087975527677648,0.06261975527677648,0.58,50
2018-11-06,0.024481166241690343,0.026641166241690342,0.72,50
2018-11-13,-0.008224418839506146,-0.006184418839506145,0.68,50
2018-11-20,-0.019907870469033487,-0.017927870469033488,0.66,50
2018-11-27,0.015484743574520598,0.0170447435745206,0.52,50
2018-12-04,-0.00013493352523192724,0.001425066474768073,0.52,50
2018-12-11,-0.03172905547116701,-0.02998905547116701,0.58,50
2018-12-18,-0.02114580844934851,-0.019225808449348507,0.64,50
2018-12-25,-0.037993807677429964,-0.03613380767742996,0.62,50
2019-01-03,0.057782841378554425,0.059462841378554426,0.56,50
2019-01-10,-0.0027059064986276315,-0.0012059064986276312,0.5,50
2019-01-17,0.013438466592026589,0.015058466592026589,0.54,50
2019-01-24,-0.015150343167528236,-0.012990343167528236,0.72,50
2019-01-31,0.08704601433542643,0.08914601433542643,0.7,50
2019-02-14,0.020491534492740757,0.022051534492740756,0.52,50
2019-02-21,0.09844150609530224,0.10042150609530223,0.66,50
2019-02-28,0.07263084133939607,0.07425084133939606,0.54,50
2019-03-07,-0.007091241987966726,-0.005531241987966726,0.52,50
2019-03-14,0.058599066472403906,0.06021906647240391,0.54,50
2019-03-21,-0.02920418372656452,-0.027704183726564517,0.5,50
2019-03-28,0.10188358340734527,0.10350358340734526,0.54,50
2019-04-04,-0.013764299882004599,-0.012024299882004598,0.58,50
2019-04-12,0.01994757358667597,0.021807573586675972,0.62,50
2019-04-19,-0.07032609150361153,-0.06888609150361154,0.48,50
2019-04-26,-0.08242733910285041,-0.08062733910285041,0.6,50
2019-05-08,0.041992214361122514,0.044152214361122516,0.72,50
2019-05-15,-0.002322284262561857,-0.0007022842625618564,0.54,50
2019-05-22,0.021570975002022767,0.023250975002022767,0.56,50
2019-05-29,-0.02378968660561732,-0.02186968660561732,0.64,50
2019-06-05,0.01947468945599694,0.02151468945599694,0.68,50
2019-06-13,0.01583019972538713,0.01745019972538713,0.54,50
2019-06-20,0.013504029743960434,0.015124029743960434,0.54,50
2019-06-27,0.011156351553848263,0.012476351553848262,0.44,50
2019-07-04,-0.02334266640872784,-0.021962666408727842,0.46,50
2019-07-11,-0.004123673867616929,-0.0026236738676169292,0.5,50
2019-07-18,0.012771988563520695,0.014391988563520695,0.54,50
2019-07-25,-0.012401674743452815,-0.010841674743452814,0.52,50
2019-08-01,-0.03233880150278098,-0.030778801502780978,0.52,50
2019-08-08,0.006421870512611413,0.007801870512611413,0.46,50
2019-08-15,0.04561579030012779,0.04729579030012779,0.56,50
2019-08-22,0.025242280304792274,0.026802280304792273,0.52,50
2019-08-29,0.032298700445241295,0.033858700445241294,0.52,50
2019-09-05,0.03632841474711599,0.03806841474711599,0.58,50
2019-09-12,-0.015163356128972644,-0.013483356128972643,0.56,50
2019-09-20,-0.03223733662213368,-0.030737336622133685,0.5,50
2019-09-27,0.017694758924245463,0.019554758924245463,0.62,50
2019-10-11,-0.01599602654270975,-0.014376026542709747,0.54,50
2019-10-18,0.0051242327098576625,0.006864232709857663,0.58,50
2019-10-25,-0.00714676176734297,-0.00564676176734297,0.5,50
2019-11-01,-0.00046661776033322163,0.0013333822396667783,0.6,50
2019-11-08,-0.026765228522501586,-0.024965228522501586,0.6,50
2019-11-15,0.005313966013312705,0.007173966013312705,0.62,50
2019-11-22,-0.007970138124792737,-0.006110138124792736,0.62,50
2019-11-29,0.028056088401897526,0.029496088401897526,0.48,50
2019-12-06,0.0183278906162652,0.019767890616265202,0.48,50
2019-12-13,0.020024968460507244,0.021464968460507244,0.48,50
2019-12-20,0.0033628234555153395,0.0048628234555153395,0.5,50
2019-12-27,0.0670826890733495,0.0684626890733495,0.46,50
2020-01-06,0.02113760324252377,0.02269760324252377,0.52,50
2020-01-13,0.007516278878484975,0.009136278878484975,0.54,50
2020-01-20,-0.09632958625981274,-0.09494958625981273,0.46,50
2020-02-04,0.08206394176462528,0.08422394176462528,0.72,50
2020-02-11,0.09708284459539963,0.09828284459539964,0.4,50
2020-02-18,0.02814310401209049,0.02934310401209049,0.4,50
2020-02-25,-0.04277514846813938,-0.04127514846813938,0.5,50
2020-03-03,-0.003156304122538883,-0.001716304122538883,0.48,50
2020-03-10,-0.08663645543110915,-0.08519645543110915,0.48,50
