year_month,strategy_ret,benchmark_ret,nav,benchmark_nav,excess_nav
2017-10,-0.0373602529390225,-0.00015449053314953165,0.9626397470609775,0.9998455094668505,0.9627884887679176
2017-11,0.017384817725517206,0.006179577688918858,0.9793750635989705,1.0060241324695176,0.9735105073422734
2017-12,0.027538359698768118,0.06079206520700953,1.006345446380363,1.0671824171304296,0.9429929037683618
2018-01,-0.04427689437692207,-0.05899507916346958,0.9617875953442832,1.0042239059499571,0.9577421824413442
2018-02,-0.029237126843589346,-0.03110217062054721,0.9336676894226116,0.9729903626858692,0.9595857525713716
2018-03,-0.015811631717480013,-0.03632706750138137,0.9189048797709507,0.9376444761023861,0.9800141772184993
2018-04,0.0021808321491332836,0.012110856969765216,0.9209088570747506,0.9490001542409525,0.9703990594304271
2018-05,-0.06961712191707968,-0.07663392573485628,0.8567978328972591,0.8762745468984842,0.9777732742892492
2018-06,0.018341272031408805,0.0019003214197725882,0.8725125950263494,0.8779397501895568,0.9938183056843757
2018-07,-0.04169271583195548,-0.05206675920932602,0.8361351753421138,0.8322282726161413,1.0046945085315246
2018-08,0.026872586024776896,0.031297308385294986,0.8586042897698367,0.85827477751117,1.0003839239685246
2018-09,-0.09545809352616311,-0.08288839486283994,0.7766435611750229,0.787133758852008,0.9866729160590387
2018-10,0.016384447077686024,0.005982263430763357,0.7893684365013206,0.7918426003527077,0.996875434776703
2018-11,-0.024859025947599762,-0.05107211861228167,0.769745506056118,0.7514015211452366,1.0244130260515347
2018-12,0.06054441512932879,0.06343439000296947,0.816349297518715,0.799066218286388,1.021629095107275
2019-01,0.13562309649748716,0.14609325928362193,0.9270651170717515,0.9158044064992845,1.0122959777137475
2019-02,0.06105472913524608,0.055314945072314936,0.9836668266853026,0.9664620769417764,1.0178017846266332
2019-03,-0.00379469967948209,0.01055433909358694,0.9799341064933627,0.9766624454229123,1.003349838099932
2019-04,-0.05312227990968283,-0.0724269659877782,0.9278777725951772,0.9059257477067267,1.0242315939733695
2019-05,0.047503811666027594,0.05394197844557902,0.9719555035536317,0.954793174862818,1.0179749176498665
2019-06,0.03786531473391776,0.0025543792364413065,1.0087589046030536,0.9572320787237835,1.0538289794340863
2019-07,0.012879962912554863,-0.009327158161726246,1.0217516818820505,0.9483038237280488,1.077451821152906
2019-08,0.03672398695391277,0.0039325337023559115,1.0592744773176253,0.9520330604749323,1.1126446352495305
2019-09,0.017207497019590026,0.018933928391664745,1.0775019397289962,0.9700587862684621,1.1107594250796256
2019-10,-0.008178970738066945,-0.014943325429561782,1.0686890828937423,0.9555628821394467,1.118386976795303
2019-11,0.062744390893856,0.06997493386086195,1.135743328454824,1.022428331617049,1.110829280971272
2019-12,0.022050178026362593,-0.022623982627468564,1.1607866710395065,0.9992969308047133,1.1616033585780643
2020-01,0.0053877362497889505,-0.015947447252067426,1.167040683465338,0.9833606957115523,1.1867880102945096
2020-02,-0.06332197819075969,-0.06443930012037913,1.0931413587592165,0.9199936207140107,1.1882053681098628
2020-03,0.10971180916127704,0.06142498077264791,1.2130718748977067,0.9765042111773276,1.2422597475899875
2020-04,0.005220239520746626,-0.011642965748661305,1.219404400640554,0.9651348060931664,1.2634550043601291
2020-05,0.14294613306575601,0.07678800979461453,1.393713544355487,1.0392455870365718,1.3410819942278391
2020-06,0.13782798615295422,0.127542409108244,1.5858062754480997,1.1717934728623274,1.3533155049707417
2020-07,-0.00553818215896428,0.025807840860345044,1.5770237914258394,1.2020349323311494,1.3119616984570162
2020-08,-0.021824716149106308,-0.04751033747455202,1.542605694817583,1.1449258470398962,1.3473411389967767
2020-09,0.006865963933230293,0.023529475879011885,1.5531971698813962,1.1718653521410787,1.325405830152413
2020-10,0.06756226334236938,0.056421545304338405,1.658134686095546,1.237983806197491,1.3393831791617392
2020-11,0.07307813173728721,0.05060972708644629,1.7793080711242018,1.300637828766586,1.3680273107322625
2020-12,0.02781377853508012,0.026994472960528704,1.8287973517601308,1.3357478614666665,1.3691186821381771
2021-01,-0.022768165866491365,-0.002840825752784215,1.7871589903190561,1.3319532345425855,1.3417580617481633
2021-02,-0.03527923219251893,-0.054040268994620666,1.7241093933346425,1.259974123459649,1.3683688904662314
2021-03,0.10559289567456187,0.014881661592742512,1.9061630966365595,1.278724631980588,1.490675200089128
2021-04,0.09541568310984257,0.040613144675434976,2.0880409506209094,1.330657660459258,1.5691796715770239
2021-05,0.024475756616247398,-0.020168355662590898,2.139147332733065,1.3038204834979645,1.6406762739254086
2021-06,0.041844924752304224,-0.07903287895328537,2.2286597919053723,1.200775797048856,1.856016583097981
2021-07,0.06072989029667169,-0.0011556440533176948,2.3640060565763887,1.1993881276396285,1.97101005262467
2021-08,-0.0290508623674087,0.012646261348715493,2.2953296419910676,1.2145559033603057,1.8898509616894459
2021-09,-0.00705434149175698,0.008710165229494082,2.27913760286031,1.2251348859590314,1.8603156509384753
2021-10,-0.009409425282287798,-0.015634059041267023,2.2576922278781435,1.205981054818432,1.8720793488899816
2021-11,0.002679208717875241,0.022422685639522655,2.263741056577354,1.2330223888978455,1.8359285905593579
2021-12,-0.10994498868605518,-0.07622926447051659,2.014854071723798,1.1390299991164836,1.7689209882853558
2022-01,0.048352269788546676,0.003916497143152675,2.112276839384339,1.1434910068539885,1.8472177102605354
2022-02,-0.09621543709108668,-0.07836681402273327,1.9090432000255957,1.053879259783194,1.8114439413280867
2022-03,-0.07233794565016415,-0.048869451666829655,1.7709469367783286,1.002376758234545,1.76674780438589
2022-04,0.07716729204953907,0.018743148132793763,1.9076061162529383,1.0211644542990048,1.8680694458391092
2022-05,0.07780618543687236,0.0961728629814167,2.0560296714746262,1.1193727634437962,1.8367694289337242
2022-06,-0.03650086380868558,-0.0702136516499069,1.9809828124495144,1.0407775141649598,1.903368189155108
2022-07,0.01601803651944209,-0.021884836390092977,2.0127142674837177,1.018000268548972,1.9771254779260345
2022-08,-0.06129572247655979,-0.06716492924458917,1.8893434923194234,0.9496263525409075,1.9895651455586951
2022-09,-0.041993426790116764,-0.07784256291583058,1.8100034846933242,0.8757050034467112,2.0669100639704947
2022-10,0.04544229798809852,0.09813711790368118,1.892254202404255,0.9616441686188046,1.967728047602131
2022-11,-0.022428799753016565,0.004826582251870493,1.8498132118167259,0.9662856232956749,1.914354479897606
2022-12,0.06811652878848055,0.07367018679968207,1.9758160667127518,1.0374720656657146,1.9044523048868116
2023-01,-0.021299277985373472,-0.02102525513260267,1.9337326110598696,1.0156589507921445,1.9039192334707338
2023-02,0.01783748532970567,-0.004554168011030479,1.9682255381412235,1.0110334692883303,1.9467461740180212
2023-03,0.0033257971352084804,-0.005391359901415149,1.9747714569974177,1.0055826239830206,1.9638082539409134
2023-04,-0.03720453249373634,-0.0572196771178376,1.9013010081578543,0.9480435109234042,2.0054997331356317
2023-05,0.025438680767478822,0.011559432129635061,1.9496675975472677,0.9590023555438643,2.033016484554496
2023-06,0.03835476478785791,0.04480940815916501,2.024446639665701,1.00197468351903,2.0204568767702322
2023-07,-0.04631666591963149,-0.06211332053016094,1.9306810209841843,0.9397387088385059,2.054487064144095
2023-08,-0.0033800155848046033,-0.020118355453051517,1.9241552890439713,0.9208327114611011,2.0895818155622217
2023-09,-0.021256033531267003,-0.03171444934391143,1.8832553797006877,0.8916290090792515,2.1121513101569542
2023-10,-0.005531391136439844,-0.02135839659891403,1.8728383575857586,0.8725852430842401,2.146309913477362
2023-11,-0.021334070857988947,-0.018618198085179838,1.8328830913594643,0.8563392781822929,2.1403702224777432
2023-12,-0.08445538879426318,-0.06288285715118436,1.6780862372642698,0.8024902176794075,2.091098682943273
2024-01,0.09847778597515866,0.09352972862691256,1.84334045458544,0.8775469099647145,2.1005605895866686
2024-02,-0.010628578758657251,0.0060866026200177,1.8237483653848594,0.8828881892860941,2.0656617536808906
2024-03,0.027429864462415802,0.018914573182521766,1.8737735358609184,0.8995876425543301,2.082924939409395
2024-04,0.014574864871738449,-0.006788658509585654,1.901083531946331,0.8934806492495856,2.127727705734879
2024-05,0.005599429716711168,-0.03303644629426594,1.9117285155690618,0.8639632237656858,2.2127429304647563
2024-06,0.01503251141624685,-0.005654228596305266,1.9404665963041183,0.8590781781997138,2.258777659060744
2024-07,-0.04442051251011608,-0.0350520208106484,1.854270075587529,0.8289657520194835,2.2368476273841855
2024-08,0.22690283355604984,0.20967552549623192,2.27500920991653,1.0027795816925478,2.2687031641356734
2024-09,-0.01147145238043258,-0.03156286127797048,2.248911550099927,0.9711289888632046,2.3157701766605525
2024-10,0.018827561891450205,0.006564568855627284,2.2912530714978305,0.9775040319782928,2.343983243589027
2024-11,-0.021881679109105746,0.004679589325695455,2.241116607029562,0.9820783494121628,2.2820140657525085
2024-12,-0.03867130972341005,-0.029945022898866136,2.154449692592844,0.9526699907505349,2.2614858382339933
2025-01,0.02944894290568527,0.019116445031280405,2.2178959585831817,0.970881654261668,2.2844143246993767
2025-02,-0.027671623711950713,-0.0007051325060429825,2.1565231761850114,0.9701970540477273,2.2227682172274714
2025-03,-0.04008199679535913,-0.030029794412891664,2.070085421148046,0.9410622359746809,2.199732750941821
2025-04,0.011777846135019657,0.018474920641992965,2.094466568724675,0.9584482861034895,2.1852682080945605
2025-05,0.10344415718455273,0.02495864833166328,2.3111268976776214,0.9823698598204319,2.3526036294518176
2025-06,0.12890269109777724,0.03544441054155656,2.609037374256724,1.0171893804355587,2.564947515613601
2025-07,0.21344712504556346,0.10333912308668847,3.1659289009282476,1.1223048390228614,2.8209170903020206
2025-08,0.09163646893078424,0.032008608866963995,3.4560434462952307,1.158228255644645,2.983905313527057
