,0
Ann_Return,0.16482813340864566
Ann_Vol,0.21172854678052905
Sharpe,0.7784880022791691
Max_Drawdown,-0.290151464461764
Monthly_WinRate,0.5714285714285714
Months,98.0
Avg_Turnover,0.7196783636157253
Benchmark_Ann_Return,0.017860247584018607
Excess_Ann_Return,0.14410813694352376
Tracking_Error,0.10933465348526814
Info_Ratio,1.318046313312193
