Feature,Importance
TURN_1M,0.14023126687237064
ABTURN_1M,0.11525741928123767
ROE_TTM,0.10770333083860832
SIZE,0.0739346228389889
MOM_12_1,0.07217628877370962
BETA_60D,0.0669646412414907
VOL_20D,0.056090308456390514
REV_1M,0.053981746850825484
IVOL,0.052225316820341955
AMIHUD,0.04489753760816321
ASSET_GROWTH,0.04391525623412843
BP,0.042927297406939034
SP,0.036692002267369926
GPM_change,0.035286750129338476
OCF_QUALITY,0.034402794606943364
EP,0.02331341977315381
