year_month,strategy_ret
2017-10,-0.02500843404736398
2017-11,0.02418548354627529
2017-12,1.1419882567041077e-05
2018-01,-0.0019419544996086184
2018-02,0.011994790258795482
2018-03,-0.04076023242203962
2018-04,0.00875583559452497
2018-05,-0.07027138525265571
2018-06,0.007709263307943322
2018-07,-0.06308604077501671
2018-08,0.02086025546434355
2018-09,-0.1053975484306099
2018-10,0.03134903201944934
2018-11,-0.030920704072372067
2018-12,0.05535011218028858
2019-01,0.1509313968843802
2019-02,0.10070749480146308
2019-03,-0.007204263438484746
2019-04,-0.06835387821455965
2019-05,0.04501823222431728
2019-06,0.04427793039399938
2019-07,0.011063808006704316
2019-08,0.021961010835475667
2019-09,0.03692033744948431
2019-10,-0.0010983595934095014
2019-11,0.08163474358581634
2019-12,0.03912580266136377
2020-01,0.023485330352626836
2020-02,-0.08514994289110428
2020-03,0.13022214104317023
2020-04,-0.0017417870033218667
2020-05,0.13320550815115234
2020-06,0.13423682464956244
2020-07,0.00726592147357231
2020-08,-0.01960363291406165
2020-09,0.009887811278134612
2020-10,0.08057182368260038
2020-11,0.07954703148067534
2020-12,0.04712597920254184
2021-01,-0.03001631187158417
2021-02,-0.027346588066874778
2021-03,0.08537819339225965
2021-04,0.07662539652121447
2021-05,0.03264428528390542
2021-06,-0.028247870816135206
2021-07,0.07916044455414782
2021-08,-0.024288923330078326
2021-09,0.009577319778076153
2021-10,0.03846429554193605
2021-11,0.04164174940836035
2021-12,-0.0851416006177031
2022-01,0.05584820500631576
2022-02,-0.11734932762862309
2022-03,-0.04677328731273344
2022-04,0.0921573774421125
2022-05,0.09040123542928058
2022-06,-0.0023803193763022997
2022-07,-0.011819057169143282
2022-08,-0.06585053399242591
2022-09,-0.028407730116829535
2022-10,0.03536214592171625
2022-11,-0.04414958601586684
2022-12,0.07334682770304073
2023-01,0.08766380366736262
2023-02,0.0372462893123718
2023-03,0.017765696928936273
2023-04,-0.02504015944117248
2023-05,0.02247327459562514
2023-06,0.018326670548124445
2023-07,-0.03378949304424184
2023-08,0.002714685735201429
2023-09,-0.013349059497043313
2023-10,-0.010203322505597951
2023-11,-0.0025171061977118233
2023-12,-0.08136640719327667
2024-01,0.15810150045993898
2024-02,0.0290147726205219
2024-03,0.04003902294823325
2024-04,0.001147560278074704
2024-05,-0.024180144959685804
2024-06,0.02066600366697797
2024-07,-0.04895374197841917
2024-08,0.2402052584107112
2024-09,-0.014151030643407319
2024-10,0.03243777222518833
2024-11,-0.005619964055065726
2024-12,-0.028582178013126742
2025-01,0.058325717794920746
2025-02,-0.022469981066318697
2025-03,-0.036941588449525505
2025-04,0.015361509859658838
2025-05,0.05710890805678754
2025-06,0.05068867165189874
2025-07,0.14888058220224631
2025-08,0.060334853294766275
2025-09,-0.014411312419821427
2025-10,-0.045453542632888505
2025-11,0.04106465027063103
