,ic
Ann_Return,0.171019580994622
Ann_Vol,0.21774112747691177
Sharpe,0.7854261754603806
Max_Drawdown,-0.26694899952714823
Monthly_WinRate,0.6
Months,125.0
Avg_Turnover,0.3548800000000001
Benchmark_Ann_Return,0.03188585215080231
Excess_Ann_Return,0.13771084855854565
Tracking_Error,0.1158071170279756
Info_Ratio,1.189139770445013
