year_month,strategy_ret
2017-10,-0.04087777448309267
2017-11,0.02831707518433396
2017-12,-0.011262429774109812
2018-01,0.0117192517968586
2018-02,0.017275579469769417
2018-03,-0.03725231474549998
2018-04,0.017934764458286775
2018-05,-0.07738018189711948
2018-06,0.006290566182979306
2018-07,-0.07016329265371198
2018-08,0.026842619407342103
2018-09,-0.09879277249467067
2018-10,0.03368302780668
2018-11,-0.040088442420724325
2018-12,0.05444611170615271
2019-01,0.1517326453388644
2019-02,0.09393759973066353
2019-03,-0.0037257357486954355
2019-04,-0.060481386938713404
2019-05,0.04595858445256564
2019-06,0.0356886465254311
2019-07,0.018979832570420224
2019-08,0.02559882421309726
2019-09,0.03278976386517618
2019-10,-0.00253005805881348
2019-11,0.07782917488348214
2019-12,0.04655606551669898
2020-01,0.02822539284992439
2020-02,-0.10768815452980593
2020-03,0.12077316020223353
2020-04,0.06623961732795444
2020-05,0.12048365506177791
2020-06,0.1894870047939929
2020-07,0.020819347522939607
2020-08,-0.03351568238574237
2020-09,-0.0054759465592989255
2020-10,0.06070776453042115
2020-11,0.06787327176450254
2020-12,0.05519775172398783
2021-01,-0.0371801719431654
2021-02,-0.03744290494088922
2021-03,0.08341622150782767
2021-04,0.06688043377178146
2021-05,0.023900733433147456
2021-06,-0.01844728094951651
2021-07,0.0736237456305053
2021-08,-0.015082715269990337
2021-09,0.0009136523031174671
2021-10,0.028913702553999575
2021-11,0.027276151285523523
2021-12,-0.08402835809740605
2022-01,0.04506721128167373
2022-02,-0.1246030817878112
2022-03,-0.03646338753504249
2022-04,0.10132255097064345
2022-05,0.0848252953103116
2022-06,-0.014783070850330825
2022-07,-0.009756084044294417
2022-08,-0.04871992982093836
2022-09,-0.02970937124714014
2022-10,0.04263680588151222
2022-11,-0.037700886610010836
2022-12,0.07012772225786348
2023-01,0.1033122728546984
2023-02,0.019685704758912383
2023-03,0.007746417856527622
2023-04,-0.026822168495287013
2023-05,0.03267742395605374
2023-06,0.0052332574654479335
2023-07,-0.050444506555765385
2023-08,-0.005474493457134494
2023-09,-0.014582634224332602
2023-10,0.014211870574859757
2023-11,0.00214393482532276
2023-12,-0.08183546231369512
2024-01,0.1360995425672424
2024-02,0.018751170463836217
2024-03,0.03041460476232475
2024-04,0.010010219692134658
2024-05,-0.01707414883347738
2024-06,0.011218791357529978
2024-07,-0.039132201744126564
2024-08,0.21554466001119515
2024-09,-0.001356372657871652
2024-10,0.03702553868756019
2024-11,0.012889188849021113
2024-12,-0.028700161124738267
2025-01,0.06792878438204274
2025-02,-0.017081287190792802
2025-03,-0.03814402706296884
2025-04,0.004208391493882432
2025-05,0.05986426343223211
2025-06,0.05015436510666289
2025-07,0.17882634341169815
2025-08,0.07330460823867695
2025-09,-0.006968894489792958
2025-10,-0.05250973159163802
2025-11,0.053872025076909004
