Model,Ann_Return,Ann_Vol,Sharpe,Max_Drawdown,Monthly_WinRate,Months,Avg_Turnover,Benchmark_Ann_Return,Excess_Ann_Return,Tracking_Error,Info_Ratio,RankIC_Mean
CatBoost-local,0.21031160675229232,0.21345337549409502,0.9852812412334533,-0.23275219660776136,0.5816326530612245,98.0,0.6697866252461081,0.017860247584018607,0.18971180682754674,0.10381399158816827,1.827420407647328,0.016033268952871996
XGBoost-local,0.21562927073539662,0.2138300567426292,1.0084142239878513,-0.22315843361978216,0.6122448979591837,98.0,0.7156056384535148,0.017860247584018607,0.19399633631630087,0.11493387333019028,1.6878952278844224,0.023349123560754463
