Feature,Importance
TURN_1M,32.479506292428745
ABTURN_1M,9.922445112748067
SIZE,9.737751863184489
ROE_TTM,7.160561935530061
OCF_QUALITY,7.051883391166229
AMIHUD,4.982918594699042
MOM_12_1,4.331229789186486
ASSET_GROWTH,3.796671405086196
IVOL,3.7833167940692856
SP,3.575185515982034
GPM_change,3.3684380746643234
BETA_60D,2.5918384678656796
EP,2.266483748503726
BP,2.220673320324051
VOL_20D,1.5292965476473757
REV_1M,1.2017991469142075
