year_month,stock_code,score,ret_next_month,weight
2015-07,600233,0.7518209988929706,-0.09651541739784408,0.02
2015-07,000617,0.7358134100882406,0.1149149149149149,0.02
2015-07,000301,0.6665963580382296,-0.12757201646090544,0.02
2015-07,002352,0.6527268938446158,-0.12453392990305734,0.02
2015-07,000408,0.4660604586673259,-0.2540545790035933,0.02
2015-07,601100,0.4608583171222578,-0.05290581162324648,0.02
2015-07,601058,0.4514160588143018,-0.18154761904761907,0.02
2015-07,300347,0.4367709387278485,-0.17077051017825506,0.02
2015-07,002736,0.4157488416978905,-0.29508196721311475,0.02
2015-07,002460,0.41175954511512053,-0.013530326594090147,0.02
2015-07,300308,0.40940336107082526,-0.271748135874068,0.02
2015-07,603019,0.3953567127511871,-0.2586763518966909,0.02
2015-07,603369,0.37107937502807087,-0.17044025157232712,0.02
2015-07,300014,0.3492324446203701,-0.0536467116357503,0.02
2015-07,601669,0.33837243254636684,-0.20742753623188404,0.02
2015-07,603993,0.3313541123626885,-0.2012195121951219,0.02
2015-07,600176,0.3311254308100382,-0.1278682781572955,0.02
2015-07,002600,0.3265907090815528,-0.09168303863785199,0.02
2015-07,600161,0.31275643315066404,-0.050240478356948004,0.02
2015-07,000596,0.30153126855761914,-0.18461781427668977,0.02
2015-07,603288,0.2934677859688691,-0.0595004688432359,0.02
2015-07,300122,0.27454739289900604,-0.22571428571428576,0.02
2015-07,002179,0.272745460126522,-0.19814541428307797,0.02
2015-07,000975,0.26458139868000513,-0.20278099652375448,0.02
2015-07,601009,0.2596863085901593,-0.07679063360881544,0.02
2015-07,002049,0.24899786910727692,-0.20555198973042366,0.02
2015-07,002466,0.24628974244077437,-0.017664061663633324,0.02
2015-07,600809,0.24487661309030473,-0.15127113769699763,0.02
2015-07,600160,0.22566017659517668,0.04147619578548323,0.02
2015-07,002709,0.21873240293243162,-0.13367819221344945,0.02
2015-07,600760,0.21728779719027047,-0.11927642736009036,0.02
2015-07,600803,0.21677831784201224,-0.08417863259122649,0.02
2015-07,600188,0.2120211583469674,-0.17278063096111518,0.02
2015-07,601939,0.20461485229737852,-0.14414414414414423,0.02
2015-07,002594,0.19511541163570328,-0.1033243486073675,0.02
2015-07,302132,0.1718994879875822,-0.1877338058672966,0.02
2015-07,601808,0.16964482694325195,-0.15718157181571812,0.02
2015-07,601225,0.16697337410713137,-0.17806041335453104,0.02
2015-07,600039,0.16039354992064997,-0.14842209072978307,0.02
2015-07,002422,0.15908842109607563,-0.17952883834281064,0.02
2015-07,600023,0.15668322692609724,-0.05555555555555547,0.02
2015-07,300413,0.15444092435544424,-0.2783783783783784,0.02
2015-07,601618,0.15309100614560517,0.12244897959183687,0.02
2015-07,002714,0.15307584495403226,-0.20819456277592752,0.02
2015-07,002648,0.15179808745691387,-0.3089627017999629,0.02
2015-07,601998,0.14307963572588034,-0.15838509316770177,0.02
2015-07,600115,0.140955238432532,-0.24766018718502525,0.02
2015-07,601788,0.12641727301053335,-0.2304847986852917,0.02
2015-07,002463,0.12371823091168628,-0.19246861924686198,0.02
2015-07,002142,0.11529993994390837,-0.05205047318611977,0.02
2015-08,600061,1.3313562965528685,-0.02895987620205598,0.02
2015-08,603799,0.7596724042140435,-0.08868299139642621,0.02
2015-08,300394,0.6741350593860687,0.0675113838843795,0.02
2015-08,600023,0.6210165504251943,-0.06909430438842201,0.02
2015-08,601669,0.6196416999914397,-0.053714285714285825,0.02
2015-08,002600,0.5600199933700857,0.09949531362653219,0.02
2015-08,300413,0.5184816894354036,0.02584269662921357,0.02
2015-08,000301,0.5087739562996028,-0.08679245283018866,0.02
2015-08,300347,0.4789573474714148,0.1467253858899451,0.02
2015-08,002709,0.4120860700945772,0.10339409176618486,0.02
2015-08,002352,0.4087178055496111,0.02555366269165238,0.02
2015-08,302132,0.3629709948188039,-0.024118288692279832,0.02
2015-08,600570,0.36026024408324697,-0.12236113084244926,0.02
2015-08,600426,0.3590955419369231,-0.08247743541861197,0.02
2015-08,600183,0.359054470105773,-0.14962393983037292,0.02
2015-08,600188,0.34786831081873837,-0.03458980044345905,0.02
2015-08,600115,0.34522580861097096,-0.06507177033492817,0.02
2015-08,601100,0.3283475583408099,0.14346170122725344,0.02
2015-08,002736,0.31719008680612437,-0.03811369509043927,0.02
2015-08,603288,0.3169705412992251,0.04359648327744048,0.02
2015-08,002142,0.3115556414550243,-0.09872434830837495,0.02
2015-08,603019,0.3081011783038073,0.07076755579749583,0.02
2015-08,002460,0.3013120471931214,0.23127857480687353,0.02
2015-08,603369,0.29444430536914057,-0.007202426080363811,0.02
2015-08,600048,0.2924146902835657,-0.048773969399345085,0.02
2015-08,002179,0.2708526551977776,-0.07571486105517522,0.02
2015-08,000100,0.2667445325979926,-0.07793345008756569,0.02
2015-08,601328,0.2652856107820001,-0.04536082474226799,0.02
2015-08,000895,0.26499212786856,-0.021681209618330755,0.02
2015-08,601021,0.26343791342125256,0.14355478685522427,0.02
2015-08,601058,0.2612527930382116,-0.04145454545454552,0.02
2015-08,600362,0.26124028084471024,-0.04686752749880441,0.02
2015-08,601009,0.2576552486427339,-0.04326743752331219,0.02
2015-08,601607,0.25627919375059927,-0.06939501779359436,0.02
2015-08,300014,0.2463429592688915,-0.08764895868136768,0.02
2015-08,000625,0.23218939184337195,0.022203947368421018,0.02
2015-08,000617,0.23039435497611596,0.0382474411923146,0.02
2015-08,002422,0.22000084505192657,-0.09257425742574255,0.02
2015-08,601939,0.2121473504573085,0.0013157894736843812,0.02
2015-08,300033,0.21062712999005617,-0.04496598839777377,0.02
2015-08,600803,0.20236426765847954,-0.10212888377445328,0.02
2015-08,600029,0.19567793285612176,-0.07235338918507239,0.02
2015-08,000963,0.1938735474417432,-0.043157320806945565,0.02
2015-08,600176,0.18331772910115637,-0.1044386422976501,0.02
2015-08,000166,0.1794190171182485,-0.08626198083067094,0.02
2015-08,300124,0.17911201783056194,-0.04234958415979406,0.02
2015-08,601808,0.17734321624132685,-0.06109324758842449,0.02
2015-08,000338,0.17152161764650145,-0.09654731457800503,0.02
2015-08,000596,0.16637393064037057,-0.1383885337981794,0.02
2015-08,600161,0.16252720759109227,-0.10285362348593718,0.02
2015-09,600061,2.245132432279336,0.21696072851451342,0.02
2015-09,601088,1.8226293123083035,0.043199999999999905,0.02
2015-09,601669,1.65107089363492,0.1594202898550725,0.02
2015-09,000625,1.6144979832948565,0.042638777152051555,0.02
2015-09,600362,1.516287777120426,0.08228800802809833,0.02
2015-09,000100,1.2419688261816322,0.05792972459639145,0.02
2015-09,600426,1.2256504577416956,0.17791723202170973,0.02
2015-09,600585,1.079708692840687,0.05400619743249235,0.02
2015-09,002422,1.0562331449811864,0.10343698854337147,0.02
2015-09,002028,1.0108286904671961,0.24393715443148856,0.02
2015-09,601607,0.9945048385234739,0.11065965583174009,0.02
2015-09,601006,0.9638787197822494,0.03385826771653555,0.02
2015-09,000975,0.9187863393238295,0.25888557670259105,0.02
2015-09,601318,0.9005530257015844,0.12146549103070825,0.02
2015-09,300394,0.8977178357423368,0.43508902077151324,0.02
2015-09,000895,0.8944274738656564,0.07217021276595736,0.02
2015-09,603799,0.8496389554256047,0.29774872912127814,0.02
2015-09,601668,0.8375739966546987,0.07451564828613999,0.02
2015-09,600029,0.8018573359120839,0.12972085385878485,0.02
2015-09,600115,0.7944399696937239,0.12282497441146378,0.02
2015-09,000166,0.7918270962059454,0.13286713286713292,0.02
2015-09,000338,0.789082180463205,0.06765746638358094,0.02
2015-09,000333,0.7841262750209548,0.11006057024671301,0.02
2015-09,601899,0.744463370873618,0.07947019867549665,0.02
2015-09,600188,0.739254728792526,0.09508497932935223,0.02
2015-09,603993,0.7195494996604843,0.2963963963963965,0.02
2015-09,600089,0.7056866506211016,0.12427249978913024,0.02
2015-09,601111,0.6849852748613933,0.18550368550368557,0.02
2015-09,600023,0.6786121755982952,0.06720160481444326,0.02
2015-09,601628,0.6418176204752655,0.037354352296093296,0.02
2015-09,601633,0.6413392948447966,0.07874682472480954,0.02
2015-09,002236,0.6321832730260267,0.032824167756030365,0.02
2015-09,601766,0.6083779270261607,0.06875000000000009,0.02
2015-09,601360,0.5477973266160489,0.24565314311190378,0.02
2015-09,601601,0.5386878198355519,0.11111111111111116,0.02
2015-09,002415,0.5242967481723941,0.06294566909183064,0.02
2015-09,601998,0.521961036816258,0.08981233243967846,0.02
2015-09,600028,0.5218879128548278,0.06143344709897591,0.02
2015-09,601021,0.5203809549981465,0.10071174377224201,0.02
2015-09,000725,0.5189157831040375,0.06835637480798784,0.02
2015-09,601336,0.5181043870570962,0.1861918999728187,0.02
2015-09,600027,0.499676355593206,0.020484171322160183,0.02
2015-09,300413,0.4986753309957602,0.6648411829134722,0.02
2015-09,600377,0.4836451402940743,0.0538336052202284,0.02
2015-09,600219,0.4827795703882655,-0.13073979591836726,0.02
2015-09,600660,0.4817462060920026,0.13333418062581015,0.02
2015-09,000999,0.47562370051663294,0.12798749162385525,0.02
2015-09,601988,0.45987189035345055,0.04144144144144146,0.02
2015-09,300124,0.44483978615510833,0.28252180232558133,0.02
2015-09,600015,0.42851449886107207,0.044411326378539506,0.02
2015-10,002600,1.4744506525008925,0.2911475409836066,0.02
2015-10,302132,1.1705641046671273,0.3553516166897879,0.02
2015-10,600061,1.134441499138055,0.37938452904312037,0.02
2015-10,002252,1.0808403547718979,-0.007597445496586586,0.02
2015-10,300394,1.0584905197950956,0.4083742569139315,0.02
2015-10,300442,1.0025177109421972,0.46478873239436624,0.02
2015-10,000166,0.9011871768194513,0.07098765432098753,0.02
2015-10,300274,0.8776764391708219,0.04161128718944895,0.02
2015-10,600377,0.7821392795012627,-0.016511867905056765,0.02
2015-10,601021,0.7428025342011246,-0.08034270934367926,0.02
2015-10,601009,0.7071371108544509,0.0016716817118020977,0.02
2015-10,601688,0.6529284766946339,0.05596234309623438,0.02
2015-10,600030,0.6286672277964682,0.11094339622641503,0.02
2015-10,600660,0.6202978481923064,0.043185717649961264,0.02
2015-10,601669,0.5941855564663678,-0.06458333333333321,0.02
2015-10,300033,0.57468475288443,-0.06531886177032942,0.02
2015-10,601377,0.5733761951093669,0.17345319936541514,0.02
2015-10,601766,0.5632763744003193,-0.047433398310591346,0.02
2015-10,601166,0.5481810724303555,0.02486085343228206,0.02
2015-10,600010,0.543033631432646,-0.04820819112627994,0.02
2015-10,002714,0.535396651822729,0.09102666136092319,0.02
2015-10,601872,0.5345228940230677,-0.053591790193842526,0.02
2015-10,603369,0.4899693138670449,0.231186440677966,0.02
2015-10,000776,0.47097522596500074,0.12395093608779839,0.02
2015-10,601788,0.45983922621557916,0.17128108869075565,0.02
2015-10,002460,0.45749893637783196,0.3919545669663984,0.02
2015-10,601012,0.45072278281262823,0.11517394522575874,0.02
2015-10,002736,0.44594957937587665,0.14759036144578297,0.02
2015-10,002709,0.4443312336463762,0.5284952849528495,0.02
2015-10,600039,0.43201933902727796,0.001955853590388301,0.02
2015-10,603993,0.4286981014187954,0.1285615010423904,0.02
2015-10,002179,0.4222023970593286,0.02089701550603018,0.02
2015-10,600066,0.38787077437702566,-0.03832489328419553,0.02
2015-10,002230,0.33824601882262506,-0.06239037077360443,0.02
