year_month,n_stocks,gross_ret,turnover,cost,net_ret,benchmark_monthly_ret,excess_ret,strategy_nav,benchmark_nav,excess_nav,year_month_ts
2015-07,50,-0.142662172999934,1.0,0.006,-0.148662172999934,-0.11627897169779437,-0.03238320130213963,0.851337827000066,0.8837210283022057,0.9676167986978603,2015-07-01
2015-08,50,-0.02663576998538001,0.4000000000000002,0.002400000000000001,-0.02903576998538001,-0.046925714344556765,0.017889944359176756,0.8266185776754388,0.8422517877678184,0.9849274093875697,2015-08-01
2015-09,50,0.1275838907438807,0.6000000000000003,0.003600000000000002,0.1239838907438807,0.10504986239759968,0.018934028346281023,0.9291059650968124,0.9307302221769601,1.0035760528759432,2015-09-01
2015-10,50,0.1131425857024494,0.8000000000000005,0.004800000000000003,0.1083425857024494,0.01081558495626896,0.09752700074618044,1.0297677077469707,0.9407966139662821,1.1014518153336241,2015-10-01
2015-11,50,0.02717379403763795,0.11999999999999998,0.0007199999999999999,0.02645379403763795,0.04781753201817414,-0.021363737980536188,1.0570089705943195,0.9857831861772046,1.0779206873526508,2015-11-01
2015-12,50,-0.2526441598954718,0.36000000000000015,0.002160000000000001,-0.2548041598954718,-0.2087096260480308,-0.04609453384744097,0.7876786878400565,0.7800407460257239,1.0282344357446171,2015-12-01
2016-01,50,-0.013449661882700331,0.38000000000000017,0.002280000000000001,-0.015729661882700332,-0.02162624020311669,0.00589657832041636,0.7752887684081233,0.7631713974839534,1.0342975006267343,2016-01-01
2016-02,50,0.14693900560908843,0.34000000000000014,0.002040000000000001,0.14489900560908842,0.12004195993675455,0.024857045672333863,0.8876273400103553,0.854783987805599,1.0600070808385937,2016-02-01
2016-03,50,0.01214614463280044,0.48000000000000026,0.0028800000000000015,0.009266144632800438,-0.017395273218134538,0.026661417850934975,0.8958522233229191,0.8399147867952341,1.0882683725457813,2016-03-01
2016-04,50,0.03529481235385674,0.36000000000000015,0.002160000000000001,0.033134812353856735,0.005726228018628949,0.027408584335227786,0.9255361186395094,0.8447243303806418,1.1180962680140636,2016-04-01
2016-05,50,0.09462048537032286,0.3000000000000001,0.0018000000000000006,0.09282048537032286,-0.0032674566816845267,0.0960879420520074,1.0114448303993935,0.841964230223158,1.2255318374235646,2016-05-01
2016-06,50,0.013786767950232244,0.24000000000000007,0.0014400000000000005,0.012346767950232243,0.017522802568612234,-0.005176034618379991,1.0239329050147967,0.856717803199192,1.2191884422071335,2016-06-01
2016-07,50,0.03355675761544639,0.34000000000000014,0.002040000000000001,0.03151675761544639,0.040326687328791036,-0.008809929713344648,1.056203950196628,0.8912663941778146,1.2084474777239667,2016-07-01
2016-08,50,0.0010491685680790075,0.38000000000000017,0.002280000000000001,-0.0012308314319209937,-0.02072324088169723,0.019492409449776236,1.054903941176207,0.8727964660015061,1.2320030307583114,2016-08-01
2016-09,50,0.03575316100822075,0.5200000000000002,0.0031200000000000017,0.032633161008220744,0.02717718910783003,0.005455971900390714,1.0893287913368166,0.8965166206106747,1.2387248046753252,2016-09-01
2016-10,50,0.0230726577812136,0.5200000000000002,0.0031200000000000017,0.0199526577812136,0.06213015322264322,-0.04217749544142962,1.1110637959215832,0.9522173356158623,1.1864784948729459,2016-10-01
2016-11,50,-0.05525230850452011,0.5200000000000002,0.0031200000000000017,-0.05837230850452012,-0.06275389172209582,0.004381583217575702,1.0462084372578453,0.892461992040722,1.1916771491340956,2016-11-01
2016-12,50,0.026217918289523086,0.5400000000000003,0.0032400000000000016,0.022977918289523086,0.025194791809223422,-0.002216873519700336,1.0702481292429658,0.9149473861278328,1.1890353516181482,2016-12-01
2017-01,50,0.02591486882693978,0.5400000000000003,0.0032400000000000016,0.02267486882693978,0.020807678030138683,0.0018671907968010985,1.0945158651858278,0.9339853167528978,1.1912555074837607,2017-01-01
2017-02,50,-0.019498644676892683,0.5600000000000003,0.003360000000000002,-0.022858644676892685,0.002603874332307094,-0.02546251900919978,1.0694967159303232,0.9364172971459424,1.1609231414796415,2017-02-01
2017-03,50,-0.02065657396187261,0.4000000000000002,0.002400000000000001,-0.023056573961872613,-0.003047680306724237,-0.020008893655148376,1.0448377857974958,0.9335633965905548,1.1376943537999746,2017-03-01
2017-04,50,-0.01181919302856734,0.4400000000000002,0.0026400000000000013,-0.014459193028567342,0.017113124595477164,-0.031572317624044506,1.0297302745691088,0.9495395833141859,1.1017747063027197,2017-04-01
2017-05,50,0.05614866510464313,0.38000000000000017,0.002280000000000001,0.053868665104643124,0.05145731250814141,0.0024113525965017146,1.0852004698779845,0.9984003383916343,1.1044314736015226,2017-05-01
2017-06,50,0.04557584178879901,0.3000000000000001,0.0018000000000000006,0.04377584178879901,0.021050063297732808,0.0227257784910662,1.1327060339564934,1.019416728711256,1.1295305386291525,2017-06-01
2017-07,50,0.02118657642356859,0.3000000000000001,0.0018000000000000006,0.01938657642356859,0.024198197299194885,-0.004811620875626296,1.1546653260492281,1.044084775842711,1.1240956659098271,2017-07-01
2017-08,50,0.027897813963457547,0.3000000000000001,0.0018000000000000006,0.026097813963457547,0.005436328995657786,0.02066148496779976,1.1847995669185158,1.0497607641835496,1.1473211516133919,2017-08-01
2017-09,50,0.06294374888414954,0.2800000000000001,0.0016800000000000005,0.06126374888414954,0.04603443823768934,0.0152293106464602,1.2573848300642612,1.0980859112467067,1.1647940618425667,2017-09-01
2017-10,50,0.0018660441491786185,0.3000000000000001,0.0018000000000000006,6.604414917861794e-05,0.0015121761335171351,-0.0014461319843385172,1.2574678729755528,1.0997464105542454,1.1631096158945686,2017-10-01
2017-11,50,0.025403120987273,0.2800000000000001,0.0016800000000000005,0.023723120987273,0.007846244355585525,0.015876876631687475,1.2872989354637607,1.108375289620632,1.181576163775256,2017-11-01
2017-12,50,0.06161703195957788,0.20000000000000004,0.0012000000000000003,0.06041703195957788,0.06245873187367619,-0.002041699914098312,1.3650737163892053,1.1776030046504553,1.1791637398231753,2017-12-01
2018-01,50,-0.012709502637015471,0.20000000000000004,0.0012000000000000003,-0.01390950263701547,-0.057328412496802914,0.04341890985978744,1.346086219931369,1.1100928938423795,1.2303617439524877,2018-01-01
2018-02,50,-0.02390421741768665,0.22000000000000006,0.0013200000000000004,-0.025224217417686653,-0.029435503953880542,0.0042112865361938895,1.3121322484568683,1.0774167500765075,1.2355431497994427,2018-02-01
2018-03,50,-0.040899388316115316,0.22000000000000006,0.0013200000000000004,-0.04221938831611532,-0.03466040083471471,-0.00755898748140061,1.2567348275371704,1.0400730536528202,1.2262036945973784,2018-03-01
2018-04,50,0.023405370787886147,0.34000000000000014,0.002040000000000001,0.021365370787886147,0.013777523636431883,0.007587847151454264,1.2835854331095522,1.0544026847331378,1.2355079408085319,2018-04-01
2018-05,50,-0.0589222327397195,0.18000000000000002,0.0010800000000000002,-0.0600022327397195,-0.07496725906818962,0.014965026328470118,1.2065674412107992,0.9753570055045541,1.2539973496717656,2018-05-01
2018-06,50,-0.016083311817064665,0.16,0.00096,-0.017043311817064664,0.003566988086439255,-0.02061029990350392,1.1860035360819257,0.9788360923232139,1.2281520882168313,2018-06-01
2018-07,50,-0.05803609024540564,0.24000000000000007,0.0014400000000000005,-0.05947609024540564,-0.050400092542659355,-0.009075997702746287,1.1154646827385468,0.9295026626860289,1.2170053826855523,2018-07-01
2018-08,50,0.029194957432154965,0.4200000000000002,0.0025200000000000014,0.026674957432154964,0.03296397505196165,-0.006289017619806686,1.14521965566767,0.9601427652695431,1.2093516143904433,2018-08-01
2018-09,50,-0.07860112329367615,0.3000000000000001,0.0018000000000000006,-0.08040112329367614,-0.08122172819617328,0.0008206049024971351,1.0531427089339922,0.8821583105592982,1.2103440142540547,2018-09-01
2018-10,50,0.007163597102707147,0.4000000000000002,0.002400000000000001,0.004763597102707146,0.007648930097430024,-0.002885332994722878,1.0581594564910073,0.8889058778116332,1.206851768734762,2018-10-01
