year_month,stock_code,ret_next_month,dominant_factor
2018-12,300442,-0.09591194968553463,UPSHADOW_20
2018-12,300628,-0.01019406717953597,UPSHADOW_20
2018-12,000630,0.0051482336232913095,UPSHADOW_20
2019-01,600377,-0.014149139579349823,VOL_SPIKE_6M
2019-01,601288,0.021621621621621623,UPSHADOW_20
2019-01,002916,0.234932740175829,RET_6M
2019-01,600031,0.13925663716814163,UPSHADOW_20
2019-02,002714,0.41351391137936133,VOL_SPIKE_6M
2019-02,300394,-0.03858185610010423,RET_6M
2019-02,300014,0.19627002889414236,VOL_SPIKE_6M
2019-02,601872,0.05903398926654746,RET_6M
2019-02,000002,0.09753532114534114,RET_6M
2019-03,002714,0.012476567381795256,RET_6M
2019-03,002709,-0.09151645027101984,UPSHADOW_20
2019-03,300014,0.05533353827236387,RET_6M
2019-03,601012,0.07528786536758192,RET_6M
2019-03,002475,0.05202816501288532,BIAS_20
2019-03,000708,0.04482477587612066,BIAS_20
2019-04,002714,-0.011705651216852853,RET_6M
2019-04,600600,-0.04692253685934933,BIAS_20
2019-04,600161,0.05871029836381125,BIAS_20
2019-04,600276,-0.054598361020951724,BIAS_20
2019-05,002600,-0.0402321083172148,RET_6M
2019-05,601012,-0.025762859633827406,RET_6M
2019-05,000983,0.03153505342715657,VOL_SPIKE_6M
2019-05,002475,0.15516837069693268,BIAS_20
2019-06,002714,0.30402404557893314,RET_6M
2019-06,603288,-0.04857964235248258,VOL_SPIKE_6M
2019-06,002600,0.03345425231761401,VOL_SPIKE_6M
2019-06,601100,-0.02266571632216685,RET_6M
2019-06,600438,0.03557286166842655,RET_6M
2019-06,600009,-0.011946202531645578,VOL_SPIKE_6M
2019-06,002475,0.13495462942287006,VOL_SPIKE_6M
2019-06,000568,-0.002353115057602606,VOL_SPIKE_6M
2019-06,601600,-0.04249999999999998,UPSHADOW_20
2019-07,000596,0.0496314862148548,RET_6M
2019-07,000975,0.10221125557559074,VOL_SPIKE_6M
2019-07,300628,0.03516060391123732,BIAS_20
2019-07,002371,0.0018598277212216185,RET_6M
2019-07,002714,0.04960781615522225,RET_6M
2019-07,603288,0.1478541431936904,VOL_SPIKE_6M
2019-08,002714,-0.12313995411340561,RET_6M
2019-08,300628,-0.022709475332811313,VOL_SPIKE_6M
2019-08,002475,0.09313006012972869,RET_6M
2019-08,002236,0.0753409542304806,BIAS_20
2019-08,300394,0.10674772036474156,UPSHADOW_20
2019-09,002463,-0.11472246957554166,VOL_SPIKE_6M
2019-09,603259,0.08497053045186642,VOL_SPIKE_6M
2019-09,002241,0.056859676577986296,VOL_SPIKE_6M
2019-09,600026,-0.12993854258121162,UPSHADOW_20
2019-09,002384,0.04621585933699368,UPSHADOW_20
2019-09,002475,0.18872718872718885,VOL_SPIKE_6M
2019-09,300014,0.21452226606538916,RET_6M
2019-09,002714,0.39717041079505133,RET_6M
2019-10,002475,0.06978721336960758,RET_6M
2019-10,002916,-0.01844692367171108,RET_6M
2019-10,300442,-0.06849315068493156,UPSHADOW_20
2019-10,601808,0.1329755515802027,VOL_SPIKE_6M
2019-10,600161,-0.014570578376714383,RET_6M
2019-10,600674,-0.011400914224253711,UPSHADOW_20
2019-10,300347,-0.08052461032663971,RET_6M
2019-10,600547,-0.05317130283822513,RET_6M
2019-11,002714,0.022921505229442696,BIAS_20
2019-11,002475,0.07258009581980418,RET_6M
2019-11,603986,0.23876284246575352,RET_6M
2019-11,300759,0.0761865112406328,RET_6M
2019-11,600276,0.018857034922766802,BIAS_20
2019-11,300308,0.18518518518518512,UPSHADOW_20
2019-11,601058,0.013742556115437399,VOL_SPIKE_6M
2019-12,601689,0.3187265917602997,VOL_SPIKE_6M
2019-12,601808,-0.1426611796982168,RET_6M
2019-12,601872,-0.2354679802955666,RET_6M
2019-12,002475,0.23698332892299567,RET_6M
2019-12,300661,0.08961857997253975,VOL_SPIKE_6M
2019-12,300502,0.2929879045439687,RET_6M
2019-12,601236,0.07692307692307687,RET_6M
2019-12,002916,0.24903106380517137,RET_6M
