Label,Ann_Return,Ann_Vol,Sharpe,Max_Drawdown,Monthly_WinRate,Months,Avg_Turnover,Benchmark_Ann_Return,Excess_Ann_Return,Tracking_Error,Info_Ratio,Calmar,N_months
ICIR (no filter),0.19269867487531345,0.20229023846446573,0.9525851387493562,-0.23813001381720444,0.5816326530612245,98.0,0.3336734693877553,0.017860247584018607,0.1682859726572461,0.11904444080163905,1.4136399106419177,0.8092162419443464,98
ICIR + TopRisk v1 equal,0.19552105814921417,0.2000304141564758,0.9774566481488454,-0.22253960856379473,0.6020408163265306,98.0,0.4237244897959185,0.017860247584018607,0.17089093099110175,0.11625918898455563,1.4699133245614129,0.8785899256813187,98
ICIR + TopRisk v2 IC-weighted,0.16592202486612573,0.2014557150089066,0.8236153779940674,-0.2444795603157608,0.5714285714285714,98.0,0.4443877551020409,0.017860247584018607,0.14208574371573635,0.11603994550799164,1.2244554501790157,0.6786744243642575,98
