year_month,weight_mode,BIAS_20_weight,UPSHADOW_20_weight,VOL_SPIKE_6M_weight,RET_6M_weight
2021-02,walk_forward,-0.010869565217391297,-0.01428571428571429,-0.05405405405405406,-0.057446808510638325
2021-03,walk_forward,-0.008021390374331527,-0.01428571428571429,-0.04545454545454547,-0.05416666666666664
2021-04,walk_forward,-0.010638297872340441,-0.023364485981308414,-0.03797468354430378,-0.06275303643724695
2021-05,walk_forward,-0.007853403141361237,-0.02777777777777779,-0.0432098765432099,-0.06916996047430829
2021-06,walk_forward,-0.007614213197969566,-0.022935779816513735,-0.03939393939393937,-0.06756756756756754
2021-07,walk_forward,-0.0050000000000000044,-0.022935779816513735,-0.02941176470588236,-0.06818181818181818
2021-08,walk_forward,-0.004901960784313708,-0.022935779816513735,-0.0423728813559322,-0.06505576208178437
2021-09,walk_forward,-0.0024390243902439046,-0.018181818181818188,-0.03888888888888886,-0.05197132616487454
2021-10,walk_forward,-0.002369668246445522,-0.022522522522522515,-0.026881720430107503,-0.05319148936170215
2021-11,walk_forward,0.0023255813953488857,-0.022123893805309713,-0.023560209424083767,-0.05555555555555558
2021-12,walk_forward,0.00917431192660545,-0.021739130434782594,-0.042713567839196,-0.05136986301369861
2022-01,walk_forward,0.013513513513513487,-0.01282051282051283,-0.031707317073170704,-0.04576271186440678
2022-02,walk_forward,0.0065502183406113135,-0.02100840336134452,-0.040669856459330134,-0.04697986577181207
2022-03,walk_forward,0.015021459227467782,0.0,-0.037037037037037035,-0.04666666666666669
2022-04,walk_forward,0.012711864406779627,0.0,-0.03153153153153154,-0.04785478547854788
2022-05,walk_forward,0.010460251046025104,-0.011627906976744207,-0.0357142857142857,-0.04838709677419356
2022-06,walk_forward,0.004132231404958664,-0.01908396946564883,-0.03947368421052633,-0.05238095238095236
2022-07,walk_forward,0.008130081300813052,-0.01824817518248173,-0.03913043478260869,-0.047169811320754707
2022-08,walk_forward,0.0,-0.014492753623188415,-0.03813559322033899,-0.04938271604938271
2022-09,walk_forward,0.011538461538461497,-0.0071428571428571175,-0.03138075313807531,-0.0476923076923077
2022-10,walk_forward,0.01526717557251911,-0.0034482758620689724,-0.03305785123966942,-0.03939393939393937
2022-11,walk_forward,0.013207547169811318,-0.013513513513513487,-0.02868852459016391,-0.041420118343195256
2022-12,walk_forward,0.020446096654275103,-0.006666666666666654,-0.034136546184738936,-0.03197674418604651
2023-01,walk_forward,0.016605166051660514,-0.01315789473684209,-0.038759689922480633,-0.033141210374639796
2023-02,walk_forward,0.018248175182481785,-0.016129032258064502,-0.041666666666666685,-0.02991452991452992
2023-03,walk_forward,0.014388489208633115,-0.01898734177215189,-0.04646840148698883,-0.03389830508474578
2023-04,walk_forward,0.01245551601423489,-0.01874999999999999,-0.043478260869565244,-0.033333333333333326
2023-05,walk_forward,0.010638297872340385,-0.015337423312883458,-0.0368421052631579,-0.031506849315068475
2023-06,walk_forward,0.013986013986013957,-0.020710059171597628,-0.03472222222222221,-0.03225806451612906
2023-07,walk_forward,0.01903114186851207,-0.017241379310344807,-0.03448275862068967,-0.023809523809523836
2023-08,walk_forward,0.020408163265306145,-0.008474576271186418,-0.03424657534246578,-0.011627906976744207
2023-09,walk_forward,0.031561461794019974,-0.005617977528089901,-0.03535353535353536,-0.014066496163682884
2023-10,walk_forward,0.029032258064516148,-0.005555555555555536,-0.033112582781456956,-0.008860759493670878
2023-11,walk_forward,0.030546623794212246,-0.005494505494505475,-0.027508090614886738,-0.013715710723191998
2023-12,walk_forward,0.03797468354430378,-0.005376344086021501,-0.025316455696202556,-0.016129032258064502
2024-01,walk_forward,0.0389408099688473,0.0052631578947368585,-0.022012578616352196,-0.017156862745098034
2024-02,walk_forward,0.030674846625766916,0.0052631578947368585,-0.02795031055900621,-0.02644230769230771
2024-03,walk_forward,0.03474320241691842,0.007772020725388629,-0.03353658536585363,-0.029691211401425166
2024-04,walk_forward,0.03453453453453459,0.0,-0.03153153153153154,-0.03176470588235292
2024-05,walk_forward,0.0400593471810089,-0.0050505050505050275,-0.03392330383480824,-0.03379953379953382
2024-06,walk_forward,0.04117647058823526,-0.0024630541871921152,-0.030434782608695643,-0.035796766743648956
2024-07,walk_forward,0.04466858789625361,-0.00724637681159418,-0.030259365994236287,-0.0365296803652968
2024-08,walk_forward,0.04597701149425293,0.0023696682464454666,-0.02407932011331443,-0.03139013452914796
2024-09,walk_forward,0.03672316384180796,-0.01376146788990823,-0.02808988764044945,-0.03348214285714285
2024-10,walk_forward,0.035911602209944715,-0.013636363636363613,-0.026462395543175476,-0.029801324503311244
2024-11,walk_forward,0.035911602209944715,-0.013513513513513487,-0.023287671232876728,-0.028260869565217395
2024-12,walk_forward,0.03678474114441421,-0.011210762331838542,-0.018817204301075252,-0.025862068965517238
2025-01,walk_forward,0.037837837837837784,-0.011111111111111127,-0.01315789473684209,-0.023605150214592252
2025-02,walk_forward,0.037234042553191515,-0.008695652173913049,-0.01428571428571429,-0.024520255863539453
2025-03,walk_forward,0.03645833333333337,-0.006493506493506496,-0.011568123393316199,-0.0211864406779661
2025-04,walk_forward,0.03984575835475579,0.0021276595744680327,-0.007653061224489777,-0.019916142557652006
2025-05,walk_forward,0.03807106598984766,-0.0020920502092049986,-0.0050505050505050275,-0.021829521829521803
2025-06,walk_forward,0.040000000000000036,-0.006224066390041472,-0.0050000000000000044,-0.022633744855967086
2025-07,walk_forward,0.04094292803970223,-0.012295081967213128,-0.004950495049504955,-0.021472392638036797
2025-08,walk_forward,0.03431372549019607,-0.02400000000000002,-0.002450980392156854,-0.02535496957403649
2025-09,walk_forward,0.03170731707317076,-0.0256916996047431,0.001204819277108471,-0.024096385542168697
2025-10,walk_forward,0.03588516746411485,-0.027559055118110243,-0.0023809523809523725,-0.020958083832335328
2025-11,walk_forward,0.03699284009546544,-0.02529182879377434,0.0,-0.01663405088062625
2025-12,walk_forward,0.031615925058548044,-0.023255813953488358,-0.004694835680751186,-0.017509727626459137
