Feature,Importance
ROE_TTM,2.712590901181102
MOM_12_1,2.48674980054299
VOL_20D,1.7810060215027381
TURN_1M,1.685715610704695
REV_1M,1.4420589835693438
AMIHUD,1.427919742030402
IVOL,1.194673100602813
GPM_change,1.1844315674776833
SP,1.0904813129454851
EP,1.0014151383657008
BP,0.6427557265075544
