Feature,Importance
ROE_TTM,0.12495183576178771
MOM_12_1,0.10922196136910844
VOL_20D,0.1076984221131812
REV_1M,0.10239910545348184
AMIHUD,0.09628223382686696
TURN_1M,0.0881794042453653
SP,0.08093746285844239
GPM_change,0.07894376311831182
IVOL,0.07847287838889186
BP,0.06751493272993575
EP,0.06539800013462677
