Model,Ann_Return,Ann_Vol,Sharpe,Max_Drawdown,Monthly_WinRate,Months,Avg_Turnover,Benchmark_Ann_Return,Excess_Ann_Return,Tracking_Error,Info_Ratio,Model_Family,RankIC_Mean
LightGBM-tuned,0.13585509593491896,0.2027199881942463,0.6701613252105293,-0.28533552685203656,0.5306122448979592,98.0,0.7056532753516525,0.017860247584018607,0.11472416736486246,0.0993954056706988,1.1542200224520287,LightGBM,0.001371635444644252
RandomForest-tuned,0.16669330224826284,0.2088853379881616,0.7980134166128502,-0.2525765121442828,0.6020408163265306,98.0,0.6024854374781463,0.017860247584018607,0.1459715072511032,0.10496766917278223,1.3906330244489522,RandomForest,0.01717909803477055
Ridge-tuned,0.18994102670620316,0.20561990453676174,0.9237482486635654,-0.19617113496904315,0.5918367346938775,98.0,0.4690994481925398,0.017860247584018607,0.16821827412081047,0.10105587214184324,1.6646066235982535,Ridge,0.01454212201164234
