Feature,Importance
ROE_TTM,0.003971008553488955
AMIHUD,0.003875268664571729
TURN_1M,0.002954391951980805
IVOL,0.0023143472988551776
BP,0.00215428128307123
GPM_change,0.0017279931866571088
REV_1M,0.0015490251983847911
EP,0.0012070470095429903
VOL_20D,0.00107458339935706
SP,0.0007103898935461489
MOM_12_1,0.0006976598538566596
